Company_Cleaned,Sector,Headquarters,Amount_Cr,Funding_Round_Type,Lead_Investors,Year,Month
neuron energy,Ev Batteries,Mumbai,20.0,Series A,"Chounknown Family, Capri Global Family Office",2024,August
finqy,Fintech,Mumbai,16.6,Unspecified Round,"Angel Bay India Accelerator, Family Offices, Private Investors",2024,August
hyperbots,AI,Dover,16.6,Seed,"Kalaari Capital, Sunicon Ventures, Athera Venture Partners",2024,August
burma burma,Vegan Restaurant,Mumbai,16.6,Equity,Several Family Offices,2024,August
karma primary healthcare,Healthcare,Udaipur,11.0,Series A,"Ubs Optimus Foundation, 1Crowd, Others",2024,August
bebe burp,Baby Food,Surat,8.0,Pre-Series A,Gruhas Collective Consumer Fund (Gccf),2024,August
cellivate,Biotech,Singapore,8.3,Seed,"Antler, Venture Catalysts, Hatcher+, We Founder Circle",2024,August
curryit,Food,Delhi,4.5,Seed,"Rk Family Trust, Tangent Advisors, Freeflow Ventures",2024,August
ippopay,Fintech,Chennai,4.5,Unspecified Round,"Mithun Sacheti, Siddhartha Sacheti",2024,August
nazara,Gaming Media,Mumbai,224.1,Acquisition,Acquired Fusebox Games Limited,2024,August
infibeam avenues,Fintech,Gift,224.1,Acquisition,Acquired 54% In Rediff.Com India Ltd,2024,August
unicommerce,SaaS,Delhi,124.5,Unknown,Anchor Investors,2024,August
banana club,Consumer > Fashion,Karnataka,11.54,Seed,Unknown,2025,October
neulife,Healthcare,Maharashtra,8.3,Unknown,Subhkam Ventures,2025,October
dhobi g,Consumer > Local,Tamil Nadu,1.42,Debt,Indian Overseas Bank,2025,October
helex,Life Sciences > Genomics,Telangana,1.4193,Seed,Bluehill Capital Trust,2025,October
michezo sports,Consumer > Sports,Karnataka,20.75,Seed,Centre Court Capital,2025,October
celewish,Consumer > Communication,Maharashtra,6.22,Angel,Unknown,2025,October
megaliter varunaa,Environment > Waste & Water Management,Telangana,14.19,Seed,Unknown,2025,October
the eye foundation,Healthcare,Tamil Nadu,622.5,Series C,Verlinvest,2025,October
wonderland foods,Food & Agriculture > Food & Beverage Products,Delhi,132.8,Series B,Asha,2025,October
capitalxb finance,Fintech,Maharashtra,132.8,Debt,Nicolas Walewski,2025,October
capitalxb finance,Fintech,Maharashtra,124.5,Seed,Nicolas Walewski,2025,October
berar finance,Fintech,Maharashtra,141.1,Private Equity,Abler Nordic,2025,October
uniphore,High > Generative Ai,Usa,2158.0,Series F,New Enterprise Associates,2025,October
umagine,Environment > Environment Consultancy,Delhi,7.05,Seed,Venture Catalysts,2025,October
stylox,Consumer Goods > Apparel,Haryana,2.82,Seed,Thefef.Net,2025,October
fundamento,Enterprise Applications > Customer Software,Usa,15.77,Seed,The Players Fund,2025,October
imagimake,Retail > Mom & Baby Care,Maharashtra,15.77,Series B,Pidilite Ventures,2025,October
eka,Energy > Electric Vehicles,Maharashtra,473.1,Series A,Niif,2025,October
hooliv,Consumer > Residential Real Estate,Delhi,22.66,Seed,Negen Capital Pms,2025,October
healing hands clinic,Healthcare,Maharashtra,22.659,Private Equity,L Catterton,2025,October
kraya,Enterprise Applications > Scm Software,Maharashtra,0.94,Seed,Aid,2025,October
zepto,Food,Karnataka,2490.0,Series G,Goodwater Capital,2025,October
dashamlabs,High > Advanced Materials,Haryana,11.29,Seed,Speciale Invest,2025,October
kuku fm,Consumer > Vernacular,Maharashtra,415.0,Series C,Granite Asia,2025,October
corestack,Enterprise Infrastructure > It Operations,Washington,415.0,Debt,Post Road Group,2025,October
thefragaria,Agritech,Tamil Nadu,16.6,Seed,Weh Ventures,2025,October
flowatt batt,Energy > Energy Storage,Karnataka,2.06,Seed,Pedalstart,2025,October
coindcx,Fintech > Cryptocurrencies,Maharashtra,2.0584,Series D,Coinbase,2025,October
matters,Enterprise Infrastructure > Cybersecurity,Karnataka,39.42,Seed,Kalaari Capital,2025,October
airoclip,Mobile > Mobile Gaming,Karnataka,22.82,Seed,Tac,2025,October
airbound,High > Drones,Karnataka,71.8,Seed,Humba Ventures,2025,October
cimcon,Energy > Oilfield,Gujarat,48.64,Series A,Niveshaay,2025,October
houseeazy,Consumer > Residential Real Estate,Uttar Pradesh,141.1,Series B,Accel,2025,October
speakx,Edtech > Continued Learning,Haryana,132.8,Series B,Westbridge Capital,2025,October
reia diamonds,Consumer Goods > Fashion Accessories,Karnataka,1.87,Seed,Venture Catalysts,2025,October
mywonder,Real Estate & Construction > Construction Management,Karnataka,2.49,Seed,Antler,2025,October
ramkrishna forgings,Auto > Auto Components,West Bengal,191.73,IPO,Unknown,2025,October
exposome,Chemicals & Materials > Chemicals,Maharashtra,21.5,Seed,Colossa Ventures,2025,October
goodscore,Fintech,Karnataka,107.9,Series A,Peak Xv Partners,2025,October
onida,Consumer Goods > Tv & Audiovisual Products,Maharashtra,122.84,IPO,Authum,2025,October
fs life,Consumer > Fashion,Haryana,46.48,Series B,Colossa Ventures,2025,October
hunger,Food & Agriculture > Food,Maharashtra,46.48,Series A,Lighthouse,2025,October
hala mobility,Consumer > Auto Ecommerce & Content,Telangana,28.05,Series A,Magnifiq Capital Trust,2025,October
qapita,Fintech,Singapore,219.95,Series B,Massmutual Ventures,2025,October
pantherun,Enterprise Infrastructure > Enterprise Networking,Karnataka,99.6,Series A,Info Edge Ventures,2025,October
we360ai,Enterprise Applications > Hrtech,Madhya Pradesh,16.6,Seed,Gsf,2025,October
ask my guru,Consumer > Religion,Karnataka,4.15,Seed,Matrimony.Com,2025,October
rusk media,Media & Entertainment > Film & Tv Studios,Maharashtra,4.15,Series B,Ivycap Ventures Advisors,2025,October
fastest,Healthcare,Maharashtra,1.12,Seed,Inflection Point Ventures,2025,October
ekkaa,Semiconductors > Display Technology,Haryana,101.26,Series A,Unknown,2025,October
eternz,Consumer > Fashion,Karnataka,101.26,Seed,Multiply Ventures,2025,October
gh2 solar,Energy > Solar Energy,Uttar Pradesh,53.95,Series A,Growmo360,2025,October
jaagruk bharat,Media & Entertainment > Internet First Media,Delhi,1.4,Seed,Ajvc,2025,October
meolaa,Retail > Beauty,Karnataka,49.8,Seed,General Catalyst,2025,October
rusk media,Media & Entertainment > Film & Tv Studios,Maharashtra,1.4,Angel,Ramesh Gandhi,2025,October
trusterra,Auto > Auto Retail & Aftersales,Haryana,8.38,Seed,Finvolve,2025,October
battwheelz,Energy > Electric Vehicles,Haryana,1.87,Seed,Finvolve,2025,October
intangles,Consumer > Road Transport,Maharashtra,249.0,Series B,Avataar Ventures,2025,October
august ai,Healthcare,Karnataka,24.9,Seed,Accel,2025,October
consuma,Enterprise Applications > Marketingtech,Karnataka,10.79,Seed,Equirus Wealth,2025,October
goodmelts,Retail > Home Care Ecommerce,Karnataka,10.79,Seed,Anicut Capital,2025,October
h2 carbon zero,Energy > Energy Storage,Delhi,7.05,Seed,Venture Catalysts,2025,October
zillout,Food,Karnataka,2.57,Seed,Jindagilive Angel Network,2025,October
dezerv,Fintech,Maharashtra,332.0,Series C,Premji Invest,2025,October
vipul organics,Chemicals & Materials > Dyes Pigments And Inks,Maharashtra,32.95,IPO,Unknown,2025,October
ozi,Retail > Mom & Baby Care,Haryana,27.39,Seed,Blume Venture,2025,October
lucio,High > Chatbots,Karnataka,41.5,Series A,Devc,2025,October
finarkein analytics,Fintech,Maharashtra,41.5,Seed,Dsp Group Family Office,2025,October
prym aerospace,High > Drones,Maharashtra,20.0,Seed,Lloyds Steel,2025,October
ecoex,Environment > Solid Waste Management,Delhi,33.2,Seed,Unknown,2025,October
navata supply chain,Business > Supply,Telangana,12.62,Series A,Abyro Capital,2025,October
altmat,High > Advanced Materials,Gujarat,12.616,Seed,Rainmatter,2025,October
exsure,Life Sciences > Oncology,Odisha,0.09,Seed,Aicunknownnalanda Institute Of Technology Foundation,2025,October
decortwist,Consumer Goods > Home Furnishing Products,Uttar Pradesh,1.66,Seed,Tejas Paresh Lodaya,2025,October
greylabs,High > Natural Language Processing,Maharashtra,79.68,Series A,Elevation Capital,2025,October
raise,Fintech,Maharashtra,996.0,Series B,Beenext,2025,October
jsw one msme,Enterprise Applications > Manufacturing,Maharashtra,219.95,Series B,Oneup Fiunknownncial Consultants,2025,October
thrustworks dynetics,Aerospace Maritime & Defense > Space,Maharashtra,6.55,Seed,Jamwant Ventures,2025,October
art of time,Consumer Goods > Retailers,Maharashtra,6.5487,Series B,Plutus Wealth Maunknowngement,2025,October
freight tiger,Logistics,Maharashtra,112.05,Series C,Tata Motors / Lightspeed India,2025,October
recyclarocom,Environment > Solid Waste Management,Uttar Pradesh,8.3,Seed,Capitaloven,2025,October
growxcd,Fintech,Tamil Nadu,186.75,Series B,Blue Earth Capital / Lok Capital,2025,October
assesslim,High > Ai Infrastructure,West Bengal,41.5,Seed,Foxhog Ventures / Ideas Tih,2025,October
unmannd,Aerospace Maritime And Defense > Military,Karnataka,16.6,Seed,Speciale Invest,2025,October
vamam,Consumer > Local,Delhi,20.75,Seed,Wavemaker Partners / 7Square Ventures,2025,October
climaty ai,Enterprise Applications > Adtech,Dubai,16.6,Seed,Turbostart,2025,October
ignosis,Fintech,Gujarat,33.2,Seed,Peak Xv Partners,2025,October
fyno,Enterprise Applications > Customer Success Management,Karnataka,33.2,Seed,Arkam Ventures / 3One4 Capital,2025,October
recur club,Fintech,Delhi,348.6,Debt,Incred / Info Edge Ventures,2025,October
recur club,Fintech,Delhi,66.4,Series A,Info Edge Ventures,2025,October
wit and chai,Business > Marketing,Maharashtra,66.4,Seed,Sanjay Katkar,2025,October
hocco,Food,Gujarat,107.9,Series B,Sauce,2025,October
petpoojam,Food,Gujarat,107.9,Series C,Dharaunknown / Gujarat Venture Fiunknownnce,2025,October
kapivas,Life Sciences > Nutraceuticals,Karnataka,232.4,Series D,Vertex Growth / Jetty Ventures,2025,October
vaani research labs,High > Chatbots,Karnataka,3.32,Seed,Venture Catalysts,2025,October
ef polymer,Chemicals And Materials > Polymers,Rajasthan,3.32,Series B,Toyoda Gosei / Beyond Next Ventures,2025,October
rugr,Fintech,Karnataka,41.5,Seed,Vikasa India Eif Fund,2025,October
igowise,Energy > Electric Vehicles,Karnataka,41.5,Unknown,Unknown,2025,October
pharmeasy,Healthcare,Mumbai,1591.11,Debt,Unknown,2025,September
emergent,AI,Gurgaon,190.9,Series A,Lightspeed Ventures,2025,September
chakr innovation,Clean,Gurgaon,190.9,Series C,Iron Pillar,2025,September
curefoods,Food,Bangalore,149.4,Unknown,3State Ventures,2025,September
handpickd,Consumer,Gurgaon,124.5,Series A,Bertelsmann India Investments,2025,September
rocket,AI,Bangalore,124.5,Seed,"Salesforce Ventures, Accel",2025,September
vedantu,Edtech,Bangalore,91.3,Unknown,Unknown,2025,September
simple energy,Clean,Bangalore,83.0,Unknown,"Dr Arokiaswamy Velumani (Founder, Thyrocare)",2025,September
kisankonnect,Agritech,Ahmednagar,67.23,Pre-Series A,Bajaj Finserv Group,2025,September
distil,Ecommerce,Mumbai,63.91,Series A,"Jungle Ventures, Ceunknownventures",2025,September
gullak,Fintech,Bangalore,62.25,Series A,Chiratae Ventures,2025,September
oolka,Fintech,Bangalore,58.1,Seed,"Lightspeed India, Z47",2025,September
prism,Travel,Mumbai,46.48,Unknown,"Incred, Aunknownlah Capital",2025,September
onfinance,AI,Bangalore,34.86,Pre-Series A,Peak Xv (Surge),2025,September
amwoodo,Ecommerce,Kolkata,33.2,Pre-Series A,Rainmatter,2025,September
cosmoserve space,Advanced Hardware & Technology,Hyderabad,26.56,Pre-Seed,Avcf,2025,September
ptal,Ecommerce,Delhi,24.9,Series A,"Venture Catalysts, Rainmatter",2025,September
xbattery,Clean,Hyderabad,19.09,Seed,Bipin Patel Family Office,2025,September
grest,Ecommerce,Cuttack,14.94,Unknown,Equentis,2025,September
vyomic,Advanced Hardware & Technology,Bangalore,13.28,Pre-Seed,Speciale Invest,2025,September
akashalabdhi,Advanced Hardware & Technology,Roorkee,9.96,Pre-Seed,Unknown,2025,September
navo,Ecommerce,Gurgaon,7.49,Seed,Indiaquotient,2025,September
bharat intelligence,Agritech,Mumbai,6.56,Pre-Seed,Sahyadri Farms,2025,September
recove,Clean,Bangalore,4.96,Unknown,Momentum Capital,2025,September
paar autonomy,Advanced Hardware & Technology,Bangalore,4.15,Seed,Venture Catalysts,2025,September
samaaro,Enterprise,Bangalore,4.15,Pre-Series A,Inflection Point Ventures,2025,September
gaadimech,Consumer,Jaipur,1.4,Unknown,Ajvc,2025,September
gabit,Ecommerce,Gurgaon,1.4027,Unknown,Unknown,2025,September
inframarket,Real Estate,Thane,688.9,Series G,Unknown,2025,September
evoluteiq,Enterprise,Bangalore,439.9,Unknown,Baird Capital,2025,September
finbox,Fintech,Bangalore,332.0,Series B,Westbridge Capital,2025,September
blue energy motors,Clean,Pune,249.0,Unknown,"Nikhil Kamath, Omnitex Industries",2025,September
incred money,Fintech,Mumbai,249.0,Unknown,Unknown,2025,September
ecosoul,Ecommerce,Noida,166.0,Series B,"Accel, Bajaj Fiunknownncial Securities",2025,September
indkal,Ecommerce,Bangalore,166.0,Unknown,Unknown,2025,September
scalekit,AI,Bangalore,45.65,Seed,"Together Fund, Z47",2025,September
lucira,Ecommerce,Mumbai,45.65,Seed,Blume Ventures,2025,September
spacefields,Advanced Hardware & Technology,Bangalore,41.5,Pre-Series A,Globaz Technologies,2025,September
pelocal,Fintech,Chennai,41.5,Series A,"Unleash Capital Partners, Unicorn India Ventures",2025,September
ido devices,Ecommerce,Noida,33.2,Unknown,"Blume Ventures, Merak Ventures",2025,September
pascal ai labs,AI,Bangalore,25.73,Seed,Kalaari Capital,2025,September
equilibrium,Clean,Noida,24.9,Seed,Unknown,2025,September
includ,Ecommerce,Gurgaon,24.07,Pre-Series A,3One4 Capital,2025,September
blinkitai,AI,Gurgaon,9.96,Seed,Foliflex Cables,2025,September
supply6,Ecommerce,Bangalore,9.13,Seed,Zeropearl Vc,2025,September
ugxai,AI,Gurgaon,8.3,Seed,Blue Ocean Venture Partners,2025,September
playsuper,Media & Entertainment,Gurgaon,8.3,Seed,Chimera,2025,September
wankel energy systems,Clean,Chennai,8.3,Pre-Seed,Shastra Vc,2025,September
mynaksh,Consumer,Bangalore,7.07,Pre-Seed,Eximius Ventures,2025,September
uknowva,Enterprise,Mumbai,4.15,Pre-Series A,Unknown,2025,September
rapteehv,Clean,Chennai,4.15,Unknown,"Technology Development Board (Ministry Of Science, Technology)",2025,September
flipspaces,Real Estate,Mumbai,74.7,Series C,Unknown,2025,September
indrajaal,Advanced Hardware & Technology,Hyderabad,45.65,Pre-Series A,"India Accelerator, Finvolve",2025,September
presolv360,Enterprise,Mumbai,39.01,Series A,"Elevation Capital, Mga Ventures",2025,September
indigrid technology,Enterprise,Gurgaon,33.2,Unknown,Cactus Partners,2025,September
ember,Ecommerce,Us,26.56,Seed,Unknown,2025,September
asaya,Ecommerce,Bangalore,26.56,Pre-Series A,Rpsg Capital,2025,September
inamo,Enterprise,Mumbai,24.9,Seed,Shastra Vc,2025,September
wehouse,Real Estate,Hyderabad,23.24,Series A,Unknown,2025,September
endureair systems,Advanced Hardware & Technology,Noida,23.24,Unknown,Indian Angel Network,2025,September
snapecabs,Travel,Kolkata,20.75,Unknown,Inflection Point Ventures,2025,September
aurva,Enterprise,Delhi,18.26,Seed,Nexus Venture Partners,2025,September
bacalt biosciences,Healthcare,Bangalore,16.6,Pre-Seed,Avaaunknown Capital,2025,September
peakamp,Clean,Gurgaon,11.62,Seed,Caret Capital,2025,September
farmdidi,Ecommerce,Mumbai,6.58,Seed,Samved Ventures,2025,September
prowrrap,Enterprise,Delhi,3.76,Pre-Series A,"Calance Software; Amit Govil (Chairman, Calance Corporation)",2025,September
biokraft foods,Clean,Mumbai,1.88,Seed,Gvfl,2025,September
misfits,Ecommerce,Gurgaon,1.8841,Seed,Nu Ventures,2025,September
citymall,Ecommerce,Gurgaon,390.1,Series D,Accel,2025,September
seekho,Media & Entertainment,Bangalore,232.4,Series B,Bessemer Venture Partners,2025,September
blue tokai coffee roasters,Ecommerce,Gurgaon,207.5,Unknown,Unknown,2025,September
firstclub,Consumer,Bangalore,190.9,Series A,"Accel, Rtp Global",2025,September
colive,Real Estate,Bangalore,166.0,Series B,Bain Capital,2025,September
offgrid energy,Clean,Gurgaon,124.5,Series A,Archean Chemicals Industries,2025,September
reveal healthtech,AI,Us,59.76,Series A,Leo Capital,2025,September
platinumrx,Healthcare,Bangalore,49.8,Series A,Stellaris Venture Partners,2025,September
leafybus,Travel,Delhi,34.03,Pre-Series A,Enetra India,2025,September
tuco kids,Ecommerce,Bangalore,33.2,Series A,Rtp Global,2025,September
flexifyme,Healthcare,Pune,19.09,Pre-Series A,Ivycap Ventures,2025,September
autodukan,Ecommerce,Pune,8.3,Pre-Series A,Unknown,2025,September
house of zelena,Ecommerce,Delhi,6.58,Seed,"Sprout Venture Partners, M Venture Partners",2025,September
cuzor,Ecommerce,Bangalore,4.7,Seed,"Ramesh Kanunknownn (Md, Kaynes Technology)",2025,September
rxmen,Healthcare,Delhi,4.7,Seed,Inflection Point Ventures,2025,September
quante energy,Clean,Noida,4.15,Seed,Trillion Dollar Venture Partners,2025,September
dectrocel,Healthcare,Lucknow,3.76,Unknown,Bioangels (Ian Group),2025,September
zanskar,Ecommerce,Bangalore,2.63,Seed,Zeropearl Vc,2025,September
waterscience,Ecommerce,Bangalore,1.32,Unknown,Valar Ventures,2025,September
edgehax,Advanced Hardware & Technology,Bangalore,1.31,Seed,Inflection Point Ventures,2025,September
transbnk,Fintech,Mumbai,207.5,Series B,Bessemer Venture Partners,2025,August
altum credo,Fintech,Pune,161.02,Unknown,British Interunknowntiounknownl Investment,2025,August
credright,Fintech,Bangalore,83.0,Series B,Abler Nordic,2025,August
wizcommerce,Enteprise,Bangalore,66.4,Series A,Peak Xv Partners,2025,August
vutto,Ecommerce,Bangalore,58.1,Series A,Rtp Global,2025,August
palmonas,Ecommerce,Pune,51.46,Series A,"Vertex Ventures Southeast Asia, India",2025,August
enmovil,Logistics,Hyderabad,49.8,Series A,Sorin Investments,2025,August
peeko,Consumer,Bangalore,26.56,Seed,Stellaris Venture Partners,2025,August
matiks,Media & Entertainment,Haveri,25.73,Pre-Series A,Tanglin Ventures,2025,August
wastelink,Cleantech,Delhi,24.9,Series A,Avaaunknown Capital,2025,August
harajuku tokyo cafe,Fooddtech,Delhi,16.6,Seed,Indian Angel Network,2025,August
cumin,Ecommerce,Gurgaon,12.45,Unknown,Fireside Ventures,2025,August
anmasa,Ecommerce,Gurgaon,9.13,Pre-Seed,Unknown,2025,August
nugen,AI,Ahmedabad,8.3,Pre-Seed,Antler,2025,August
vaave,Enteprise,Hyderabad,6.21,Unknown,Vcmint,2025,August
hexafun,Ecommerce,Delhi,4.23,Seed,Prajay Advisors,2025,August
nuyug,Ecommerce,Delhi,2.35,Pre-Seed,Ajvc,2025,August
bhaobhao,Consumer,Mumbai,1.66,Unknown,Unknown,2025,August
r for rabbit,Ecommerce,Ahmedabad,224.1,Series B,"Filter Capital, 3One4 Capital",2025,August
kiwi,Fintech,Bangalore,199.2,Series B,Vertex Ventures,2025,August
beyond appliances,Ecommerce,Bangalore,33.2,Series A,Fireside Ventures,2025,August
house of biryani,Consumer,Mumbai,29.88,Unknown,Unknown,2025,August
mitra,Ecommerce,Gurgaon,13.28,Unknown,Bestvantage Investments,2025,August
peelon,Enterprise,Vishakhapatnam,8.3,Seed,Growx Ventures,2025,August
hexafun,Ecommerce,Delhi,4.25,Seed,Prajay Advisors,2025,August
famyo,Ecommerce,Bangalore,3.79,Seed,I'N Angel Fund,2025,August
zenzebra,Consumer,Delhi,3.7931,Seed,Rukam Capital,2025,August
truemeds,Healthcare,Mumbai,539.5,Series C,Unknown,2025,August
zepto,Consumer,Bangalore,379.31,Unknown,Motilal Oswal Fiunknownncial Services Ltd,2025,August
darwinbox,Enterprise,Hyderabad,332.0,Unknown,Ontario Teachers’ Pension Plan,2025,August
ultraviolette,Cleantech,Bangalore,174.3,Unknown,Tdk Ventures,2025,August
arintra,Enterprise,Us,174.3,Series A,Peak Xv Partners,2025,August
dashverse,Media & Entertainment,Bangalore,107.9,Series A,Peak Xv Partners,2025,August
lifelong online,Ecommerce,Delhi,107.9,Unknown,Unknown,2025,August
pronto,Consumer,Gurgaon,91.3,Series A,"General Catalyst, Glade Brook Capital",2025,August
elivaas,Travel,Gurgaon,83.0,Series B,Vertex Ventures,2025,August
graasai,AI,Singapore,74.7,Series B,Tin Men Capital,2025,August
refold ai,AI,Bangalore,53.95,Seed,"Eniac Ventures, Tidal Ventures",2025,August
olee space,Advanced Hardware & Iot,Pune,24.9,Seed,Unknown,2025,August
holiday tribe,Travel,Gurgaon,24.9,Pre-Series A,Powerhouse Ventures,2025,August
fairdealmarket,Ecommerce,Gurgaon,24.9,Pre-Series A,Incubate Fund Asia,2025,August
manastu space,Advanced Hardware & Iot,Mumbai,24.9,Series A,Capitalunknowna,2025,August
comminent,Advanced Hardware & Iot,Bangalore,16.6,Unknown,Transition Vc,2025,August
spike ai,AI,Bangalore,15.77,Pre-Seed,Sorin Investments,2025,August
trackk,Fintech,Delhi,8.3,Seed,Unknown,2025,August
the sleep,Ecommerce,Mumbai,453.18,Series D,Unknown,2025,August
renee cosmetics,Ecommerce,Ahmedabad,249.0,Series C,Playbook Partners,2025,August
fibe,Fintech,Pune,207.5,Debt,Franklin Templeton Alterunknowntive Investments Fund,2025,August
supergaming,Media & Entertainment,Pune,124.5,Series A,"Skycatcher, Steadview Capital",2025,August
jeh aerospace,Advanced Hardware & Technology,Hyderabad,91.3,Series A,Elevation Capital,2025,August
zype,Fintech,Mumbai,85.49,Unknown,Unleash Capital Partners,2025,August
dpdpzero,Fintech,Bangalore,58.1,Series A,Gmo Venture Partners,2025,August
turbohire,AI,Hyderabad,49.8,Series A,Ivycap Ventures,2025,August
mitigata,Fintech,Delhi,48.97,Series A,Nexus Venture Partners,2025,August
tplusa,Ecommerce,Bangalore,48.14,Seed,Livspace,2025,August
cautio,Advanced Hardware & Technology,Bangalore,24.9,Seed,Unknown,2025,August
outzidr,Ecommerce,Bangalore,24.9,Pre-Series A,Rtp Global,2025,August
hylenr,Clean,Hyderabad,24.9,Pre-Series A,"Valour Capital, Chhattisgarh Investments",2025,August
zepto,Consumer,Bangalore,24.07,Unknown,Mapmyindia,2025,August
codekarma,AI,Bangalore,20.75,Pre-Seed,"Prosus, Accel, Xeed Ventures",2025,August
xovian aerospace,Advanced Hardware & Technology,Bangalore,20.75,Pre-Seed,"Piper Serica, Turbostart",2025,August
nuuk,Ecommerce,Gurgaon,16.6,Series A,Unknown,2025,August
designx,Enterprise,Noida,16.6,Unknown,Unknown,2025,August
eon space labs,Advanced Hardware & Technology,Hyderabad,9.96,Pre-Series A,Mgf Kavachh,2025,August
mangopoint,Ecommerce,Chennai,8.3,Pre-Series A,Inflection Point Ventures,2025,August
fraganote,Ecommerce,Delhi,8.3,Pre-Series A,Rukam Capital,2025,August
shotgun games,Media & Entertainment,Mumbai,8.3,Seed,Unknown,2025,August
gladful,Ecommerce,Jaipur,7.58,Unknown,Eterunknownl Capital,2025,August
terafac,Advanced Hardware & Technology,Chandigarh,6.64,Pre-Seed,Inuka Capital,2025,August
prozo,Logistics,Gurgaon,6.64,Unknown,Ranbir Kapoor,2025,August
safe security,Enterprise,Delhi,581.0,Series C,Avataar Venture Partners,2025,July
metaforms,AI,Bangalore,74.7,Series A,Peak Xv Partners,2025,July
stan,Media & Entertainment,Chennai,70.55,Series A,Unknown,2025,July
arivihan,Edtech,Indore,34.86,Pre-Series A,"Prosus, Accel",2025,July
sharpsellai,Enterprise,Mumbai,28.22,Series A,Equentis Angel Fund,2025,July
drizz,AI,Bangalore,22.41,Seed,Stellaris Venture Partners,2025,July
littlebox,Ecommerce,Noida,17.43,Seed,"Huddle Ventures, Prath Ventures",2025,July
snooplay,Ecommerce,Delhi,7.6,Pre-Series A,Pravek Family Office,2025,July
zepto,Consumer,Bangalore,7.11,Unknown,Elcid Investments,2025,July
heizen,Enterprise,Delhi,4.15,Pre-Seed,Titan Capital,2025,July
passport trips,Travel,Mumbai,4.15,Pre-Seed,Aroa Venture Partners,2025,July
iline,Logistics,Noida,4.15,Unknown,Unknown,2025,July
genexis biotech,Healthcare,Vadodara,3.79,Seed,Gvfl,2025,July
vahanai,AI,Bangalore,3.7931,Unknown,Temasek,2025,July
gupshup,Enterprise,Mumbai,498.0,Unknown,Unknown,2025,July
netrasemi,Advanced Hardware & Technology,Thiruvananthapuram,102.92,Series A,Zoho Corporation,2025,July
superk,Consumer,Bangalore,95.45,Series B,3State Ventures,2025,July
kluiszai,AI,Bangalore,79.68,Seed,Rtp Global,2025,July
edufund,Fintech,Ahmedabad,49.8,Series A,Cercano Maunknowngement,2025,July
eveez,Travel,Gurgaon,44.82,Series A,"Michael, Susan Dell Foundation",2025,July
enlite research,Enterprise,Mumbai,43.99,Series A,Avaaunknown Capital,2025,July
ituringai,AI,Bangalore,41.5,Series A,"Dallas Venture Capital, Mela Ventures",2025,July
sugar cosmetics,Ecommerce,Mumbai,41.5,Unknown,Anicut Capital,2025,July
escape plan,Ecommerce,Bangalore,41.5,Seed,"Jungle Ventures, Fireside Ventures",2025,July
hudle,Enterprise,Delhi,20.75,Series A,Sky Impact Capital,2025,July
grexa ai,AI,Thane,14.94,Seed,Utsav Somani,2025,July
anny,Ecommerce,Gurgaon,9.96,Pre-Series A,Atomic Capital,2025,July
ammunic systems,Advanced Hardware & Technology,Bangalore,9.13,Seed,"India Accelerator, Finvolve",2025,July
inbound aerospace,Advanced Hardware & Technology,Chennai,8.3,Pre-Seed,Speciale Invest,2025,July
plenome,Enterprise,Chennai,6.24,Seed,Ovington Capital Partners,2025,July
bharatsure,Fintech,Mumbai,5.76,Unknown,Inflection Point Ventures,2025,July
apclub,Consumer,Bangalore,1.92,Pre-Seed,Curefit,2025,July
coluxe,Ecommerce,Delhi,1.9173,Unknown,Unknown,2025,July
qpiai,Advanced Hardware & Technology,Bangalore,265.6,Series A,"Avataar Ventures, Natiounknownl Quantum Mission",2025,July
truemeds,Healthcare,Mumbai,166.0,Series C,Peak Xv Partners,2025,July
phi commerce,Fintech,Pune,48.97,Series B,Beenext,2025,July
knot,Consumer,Bangalore,24.9,Pre-Series A,Kae Capital,2025,July
trupeerai,AI,Bangalore,24.9,Seed,Rtp Global,2025,July
omspace rocket exploration,Advanced Hardware & Technology,Ahmedabad,24.9,Pre-Seed,Unknown,2025,July
vaaree,Ecommerce,Bangalore,17.43,Pre-Series A,"Peercapital, Peak Xv Surge",2025,July
cure fit,Healthcare,Bangalore,16.6,Unknown,First Luxembourg Sca,2025,July
dcg tech,Ecommerce,Gurgaon,14.11,Pre-Series A,Gvfl,2025,July
zuppa,Advanced Hardware & Technology,Chennai,12.45,Unknown,Rahul Dewan,2025,July
deep algorithm,Enterprise,Hyderabad,10.79,Unknown,Unicorn India Ventures,2025,July
dial4242,Healthcare,Gurgaon,9.13,Pre-Series A,Ian Group,2025,July
the wedding,Consumer,Bangalore,8.3,Pre-Seed,Lvx,2025,July
navanaai,AI,Mumbai,6.74,Pre-Series A,Antler India,2025,July
unibose,Advanced Hardware & Technology,Chennai,5.3,Pre-Series A,O2 Angels,2025,July
zulu club,Consumer,Gurgaon,2.08,Pre-Seed,Tdv Partners,2025,July
parkobot,Advanced Hardware & Technology,Kolkata,2.02,Seed,Inflection Point Ventures,2025,July
enercomp,Advanced Hardware & Technology,Ahmedabad,1.93,Unknown,Unknown,2025,July
cosmoss,Ecommerce,Gurgaon,1.9256,Seed,Malika Sadani,2025,July
infinity fincorp,Fintech,Mumbai,581.0,Unknown,Partners Group,2025,July
varthana,Fintech,Bangalore,154.38,Debt,Unknown,2025,July
