Company_Cleaned,Total_Funding,Max_Funding,Num_Rounds,Sector,Location,Rounds,Years,Investors,Last_Year
comminent,16.6,16.6,1,Advanced Hardware & Iot,Bangalore,Unknown,2025,Transition Vc,2025
myelin foundry,16.6,8.3,2,Information Technology,Bangalore,"Seed, Pre-Series A","2019, 2021","Endiya Partners, Beyond Next Ventures",2021
gifts portal,16.6,16.6,1,Ecommerce,Noida,Private Equity,2016,"Naveen Arya, Tarun Joshi",2016
harajuku tokyo cafe,16.6,16.6,1,Fooddtech,Delhi,Seed,2025,Indian Angel Network,2025
unmannd,16.6,16.6,1,Aerospace Maritime And Defense > Military,Karnataka,Seed,2025,Speciale Invest,2025
slice pay,16.6,16.6,1,Consumer Internet,Bangalore,Private Equity,2017,"Das Capital, Simile Ventures",2017
quanfluence,16.6,16.6,1,Photonic Quantum Technology,Bangalore,Seed,2024,"Pi Ventures, Golden Sparrow, Reeunknown Dayal",2024
unotech,16.6,16.6,1,SaaS,Mumbai,Unknown,2020,Manish Choksi,2020
nikiai,16.6,16.6,1,Consumer Internet,Bangalore,Private Equity,2017,"Sap.Io, Unilazer Ventures",2017
kirana247,16.6,8.3,2,Logistics,Delhi,"Unknown, Pre-Series A",2021,Unknown,2021
wysh,16.6,16.6,1,Econnect,Hyderabad,Series A,2020,Kalaari Capital,2020
khabri,16.6,16.6,1,Media,Gurgaon,Pre-Series A,2021,Unknown,2021
clayco cosmetics,16.6,16.6,1,Beauty Commerce,Mumbai,Series A,2024,Unilever Ventures,2024
clairvolex,16.6,16.6,1,Technology,Usa,Debt,2020,"Jf Mauritius Spv, Indusage Partners",2020
gingercrush,16.6,8.3,2,Ecommerce,Vadodara,"Private Equity, Seed","2015, 2016","Saha Fund, Tv Mohandas Pai, Zia Mody, Mumbai Angels, Aunknownnda Kallugadde, Rakesh Desai, Rakesh Malhotra, Gokul Jaykrishunknown, Brand Capital",2016
cell propulsion,16.6,16.6,1,Ev,Bangalore,Unknown,2021,Growx Ventures,2021
topprcom,16.6,16.6,1,Competitive Exam Learning,Mumbai,Private Equity,2015,Innoven Capital,2015
fypmoney,16.6,16.6,1,Fintech,Gurgaon,Seed,2021,"Liberatha Kallat, Mukesh Yadav, Dinesh Nagpal",2021
ippo pay,16.6,16.6,1,Fintech,Chennai,Unknown,2022,Coinbase Ventures,2022
vilcart,16.6,16.6,1,Retail,Bangalore,Unknown,2021,Nabventures,2021
cookd,16.6,16.6,1,Ecommerce,Chennai,Pre-Series A,2025,Spring Marketing Capital,2025
bombay hemp,16.6,16.6,1,Textiles,Mumbai,Unknown,2021,"Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar",2021
fxkartcom,16.6,16.6,1,Other,Unknown,Seed,2015,"Dr Mushtaq Shah, Dr Faraz Naqvi",2015
wholesalebox,16.6,16.6,1,Ecommerce,Jaipur,Private Equity,2016,"Manish Maheshwari, Contrarian Vriddhi Fund",2016
stayqrious,16.6,16.6,1,Edtech,Bangalore,Seed,2020,Y Combiunknowntor,2020
technifybiz,16.6,16.6,1,Agritech,Unknown,Seed,2020,"Omnivore, Insitor Impact Asia Fund",2020
nao spirits beverages,16.6,16.6,1,Beverages,Delhi,Series A,2021,Unknown,2021
climaty ai,16.6,16.6,1,Enterprise Applications > Adtech,Dubai,Seed,2025,Turbostart,2025
nayan tech,16.6,16.6,1,AI,Delhi,Pre-Series A,2024,"Beenext, We Founder Circle, Venture Catalysts, Lets Venture, Faad Capital",2024
lumiq,16.6,16.6,1,Information Technology,Noida,Seed,2021,Info Edge Ventures,2021
gtm buddy,16.6,16.6,1,Computer Software,Hyderabad,Seed,2021,Stellaris Venture Partners,2021
indic wisdom,16.6,16.6,1,Woodpressed Oils,Mumbai,Pre-Series A,2024,"Rockstud Capital, Others",2024
growfix,16.6,16.6,1,Fintech,Bangalore,Seed,2021,"Zerodha'S Rainmatter Capital, Better Capital",2021
josh talks,16.6,12.45,2,Media,Haryana,"Pre-Series A, Series A","2020, 2022","Media Development Investment Fund, Ritesh Agarwal And Vijay Shekhar Sharma",2022
oddr,16.6,16.6,1,AI,Sanfrancisco,Seed,2022,Twin Ventures And Saama Capital,2022
grabin,16.6,16.6,1,Logistics,Mumbai,Private Equity,2016,Aramex Ventures Llc,2016
vs napu,16.6,16.6,1,Ecommerce,Bangalore,Seed,2022,Inflection Point Ventures,2022
gramik,16.6,16.6,1,Agritech,Lucknow,Unknown,2025,Unknown,2025
awon gamez,16.6,16.6,1,Gaming,Noida,Seed,2021,Aditya Duggar,2021
zevo,16.6,16.6,1,Ev,Delhi,Pre-Series A,2024,Bizdateup,2024
the energy,16.6,16.6,1,Ev Battery,Bangalore,Pre-Series A,2025,"Siaunknown Capital, Callapiunknown Capital, Z21 Ventures, 1Crowd, Letsventure, Other Investors",2025
portdesk,16.6,16.6,1,Technology,Noida,Seed,2017,Alphard Maritime Group,2017
popxocom,16.6,16.6,1,Online Content For Women,Delhi,Private Equity,2015,"Idg Ventures India, Kalaari Capital, 500 Startups",2015
burma burma,16.6,16.6,1,Vegan Restaurant,Mumbai,Equity,2024,Several Family Offices,2024
primebook,16.6,16.6,1,Android Laptop,Delhi,Pre-Series A,2025,Inflection Point Ventures,2025
cogos,16.6,16.6,1,Logistics,Bangalore,Pre-Series A,2021,Transworld Group,2021
zupermeal,16.6,16.6,1,Home Cooked Food & Delivery,Mumbai,Private Equity,2015,"Sanjeev Kapoor, \\Xc2\\Xa0 Ravi Saxeunknown, Others",2015
amica,16.6,16.6,1,Fintech,Unknown,Unknown,2020,"Hummingbird Ventures, Bedrock Capital",2020
globalfair,16.6,16.6,1,Trading,Gurgaon,Seed,2021,"Saama Capital, India Quotient",2021
slurrp farm,16.6,16.6,1,Food,Gurgaon,Series A,2020,Fireside Ventures,2020
go swift,16.6,16.6,1,Consumer,Bangalore,Pre-Series A,2021,Kalaari Capital,2021
urbanpro,16.6,16.6,1,Ondemand,Bangalore,Private Equity,2015,Nirvaunknown Venture Advisors,2015
prothom,16.6,16.6,1,Hasbro Toy Manufacturer,Pune,Private Equity,2015,Oliphabs Capital,2015
uniken,16.6,16.6,1,Online Security,Pune,Private Equity,2015,Exfinity Ventures,2015
clean fanatics,16.6,16.6,1,Consumer,Bangalore,Seed,2025,Inflection Point Ventures,2025
com olho,16.6,16.6,1,Information Technology &,Gurgaon,Seed,2022,Inflection Point Venture,2022
godof hospitals,16.6,16.6,1,Digital Healthcare,Delhi,Seed,2015,Pankaj Gupta,2015
promethean energy,16.6,16.6,1,Cleantech,Mumbai,Pre-Series A,2025,Transition Vc,2025
handytrain,16.6,8.3,2,Technology,Goa,Private Equity,"2016, 2017","Nb Ventures, Silver Range Investments, Lumiunknown Datamatics, Shun Yoshida, Others",2017
we founder circle,16.6,16.6,1,Fintech,Mumbai,Pre-Seed,2021,Geekster,2021
goegonetwork,16.6,16.6,1,Automotive,Pune,Unknown,2021,Unknown,2021
proeon,16.6,16.6,1,Food,Pune,Seed,2021,"Shaival Desai, Flowstate Ventures",2021
goldfarm,16.6,16.6,1,Food,Coimbatore,Private Equity,2017,"Mahindra, Mahindra And Infuse Ventures",2017
myysports,16.6,16.6,1,Software,Delhi,Pre-Seed,2022,Myhashstash,2022
vyome biosciences,16.6,16.6,1,Healthcare,Delhi,Private Equity,2016,Romulus Capital,2016
coratia,16.6,16.6,1,Advanced Hardware & Technology,Rourkela,Pre-Series A,2025,Mgfunknownkavachh,2025
kisaansay,16.6,16.6,1,Food,Gurgaon,Pre-Seed,2025,"Jungle Ventures (First Cheque@Jungle), Senior Food Industry Leaders",2025
plutos one,16.6,16.6,1,Digital For Banking Sector,Delhi,Seed,2024,"Startupxseed, Genesia Ventures, Auxano Capital, Raghuvanshi Investment",2024
frammer ai,16.6,16.6,1,Video Content Creation,Delhi,Unspecified Round,2024,Lumikai,2024
ruptok fintech,16.6,16.6,1,Fintech,Delhi,Pre-Series A,2021,Manuvel Malabar Jewellers,2021
roomcentral,16.6,16.6,1,Cloudbased Hotel Booking,Bangalore,Seed,2015,Karanpal Singh,2015
kratikal,16.6,8.3,2,Technology,Noida,Pre-Series A,2020,"Gilda Vc, Art Venture, Rajeev Chitrabhanu., Gilda Vc, Art Venture, Rajeev Chitrabhanu",2020
elevar,16.6,16.6,1,Sports,Mumbai,Unknown,2021,"Kalaari Capital, Dream Capital",2021
shopalyst,16.6,16.6,1,Product Discovery & Recommendation,Bangalore,Private Equity,2015,Kalaari Capital,2015
shop kirana,16.6,16.6,1,B2B,Indore,Seed,2018,"Info Edge, Aet Fund, Akatsuki And Incubate Fund From Japan And Better Capital Angellist Syndicate.",2018
bitclass,16.6,16.6,1,Paas,Bangalore,Seed,2020,"Aet Japan, Figure Eight Investments, Waterbridge Ventures",2020
aavenir,16.6,16.6,1,SaaS,Ahmedabad,Seed,2020,Accel,2020
agrileaf,16.6,16.6,1,Cleantech,Belthangady Taluk,Other,2024,Capitalunknowna And Samarsh Capital,2024
fitpass,16.6,8.3,2,Consumer Internet,Delhi,"Private Equity, Seed","2016, 2017","Abhiunknownv Bindra, Gaurav Marya, Mumbai Angels",2017
creatorstack,16.6,16.6,1,Computer Software,Bangalore,Unknown,2021,Accel,2021
zenergize,16.6,16.6,1,Ev,Gurgaon,Seed,2025,"Mohit Tandon, Himanshu Aggarwal",2025
bigspoon foods,16.6,16.6,1,Food,Ahmedabad,Pre-Series A,2020,"Urmin Family Office, Lemounknownde Ventures, Truevalue Group Md Yash Shah",2020
weddingzin,16.6,8.3,2,Consumer Internet,Mumbai,"Private Equity, Seed","2015, 2017","Singularity Ventures, Rajan Aunknownndan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar",2017
truckmandi,16.6,16.6,1,Logistics,Delhi,Private Equity,2015,"Ritesh Dwivedy, Ramakant Sharma, Mount Nathan Advisors",2015
enkast,16.6,16.6,1,Technology,Bangalore,Private Equity,2016,Ivy League Alumni Angel Network,2016
culture circle,16.6,16.6,1,Sneakers & Streetwear,Gurgaon,Seed,2024,"Info Edge Ventures, Angel Investors",2024
method madness,16.6,16.6,1,Real Estate,Mumbai,Seed,2021,Justin Mateen,2021
zapstitch,16.6,16.6,1,Cloud Data Integration,Bangalore,Private Equity,2015,"Helion Venture Partners, Orios Venture Partners",2015
kutuki,16.6,16.6,1,Edtech,Bangalore,Seed,2021,Omidyar Network India,2021
mili,16.6,16.6,1,Ai Wealth Management Assistant,Mumbai,Seed,2024,"Chiratae, Boldcap, Sparrow Capital, Sfmg Wealth Advisors, Gregg Fisher (Quent Capital), Better Capital",2024
aibono,16.6,16.6,1,Agritech,Bangalore,Pre-Series A,2020,"Menterra Venture Advisors, Rianta Capital",2020
bighaat,16.6,16.6,1,Agritech,Bangalore,Pre-Series A,2020,"Ankur Capital, Beyond Next Ventures",2020
able jobs,16.6,16.6,1,Hr,Bangalore,Unknown,2020,"Saif Partners, Y Combiunknowntor, Neeraj Arora, Titan Capital, First Cheque.",2020
kwh bikes,16.6,16.6,1,Automotive,Bangalore,Seed,2021,"Let’S Venture, Better Capital",2021
aashiyaan,16.6,16.6,1,Fintech,Kolkata,Other,2018,"Insistor, Oikocredit",2018
iim jobs,16.6,16.6,1,Consumer Internet,Delhi,Private Equity,2016,India Quotient,2016
finqy,16.6,16.6,1,Fintech,Mumbai,Unspecified Round,2024,"Angel Bay India Accelerator, Family Offices, Private Investors",2024
yumlane,16.6,8.3,2,Food,Mumbai,"Seed, Pre-Series A","2016, 2020","Binny Bansal, Anupam Mittal, Sachin Bhatia, Darius Pandole, Kuunknownl Khattar, Dheerag Jain, Jetty Ventures",2020
freyr energy,16.6,16.6,1,Renewable Energy,Hyderabad,Unknown,2021,"Impact Partners, C4D Partners",2021
fresh food concepts,16.6,16.6,1,Food,Delhi,Seed,2016,"Siddhartha Gupta, Ashvin Chadha",2016
origa,16.6,16.6,1,Fintech,Andheri,Debt,2020,"500 Startups, Ah! Ventures",2020
charcoal eats,16.6,16.6,1,Qsr,Mumbai,Unknown,2020,Lokmat Investments,2020
marianaiq,16.6,16.6,1,Technology,Bangalore,Private Equity,2016,Exfinity Venture Partners,2016
edukemy,16.6,16.6,1,Edtech,Noida,Pre-Series A,2021,"Auxano, Falcon5",2021
stones2milestones,16.6,16.6,1,Edtech,Gurgaon,Bridge,2020,"Menterra Venture Advisors, Emandi Sankara Rao",2020
wess,16.6,16.6,1,Renewable Energy,Mumbai,Seed,2021,Centrum Fiunknownncial Services,2021
bacalt biosciences,16.6,16.6,1,Healthcare,Bangalore,Pre-Seed,2025,Avaaunknown Capital,2025
factorsai,16.6,16.6,1,SaaS,Bangalore,Unknown,2021,"Elevation Partners, Emergent Ventures",2021
shuru,16.6,16.6,1,Social Media,Gurgaon,Series A,2025,Krafton India,2025
innefu security consulting,16.6,16.6,1,Technology,Delhi,Private Equity,2017,Indianivesh Venture Capital Fund,2017
edureka,16.6,16.6,1,Edtech,Bangalore,Other,2018,Leo Capital,2018
instasolv,16.6,16.6,1,Edtech,Noida,Pre-Series A,2020,Unknown,2020
arthalpha,16.6,16.6,1,Investment Wealthtech,Bangalore,Seed,2025,"Dsp, Family Offices, Wealth Maunknowngers",2025
appdaily,16.6,16.6,1,Technology,Mumbai,Private Equity,2016,"Kalaari Capital, Qualcomm Ventures, Ruunknownnet, Zodius Technology Opportunities Fund",2016
febiai,16.6,16.6,1,Accounting & Tax Management Saas,Gurgaon,Pre-Series A,2024,"Lumis Partners, Virender Raunknown, Amit Chaudhary (Lenskart), Rohan Bhargava (Cashkaro)",2024
bluebirch,16.6,16.6,1,End To End Reverse Logistics Solution,Bangalore,Seed,2015,"Chicago Capital Ventures, Sanjay Mehta, Others",2015
auric,16.6,16.6,1,Healthcare,Delhi,Pre-Series A,2021,Venture Catalysts,2021
tapzo,16.02,16.02,1,Technology,Bangalore,Private Equity,2018,"Runet, Other",2018
erlysign,16.0,16.0,1,Healthcare,Nagpur,Pre-Series A,2025,Ashish Kacholia,2025
almonds ai,16.0,16.0,1,Loyalty & Rewards Saas,Gurgaon,Seed,2025,"Promoters Of Haldiram’S, Jito Incubation, Innovation Foundation (Jiif), Venture Catalysts, Ever Grow Capital, Nine Alps",2025
nourish you,16.0,16.0,1,Plantbased Nutrition,Hyderabad,Series A,2025,Sidbi Venture Capital,2025
zenduty,15.77,15.77,1,Computer Software,Bangalore,Pre-Series A,2021,Startupxseed Ventures,2021
sumeru,15.77,8.3,2,Technology,Bangalore,Seed,2017,"Unknown Investors, Undisclosed Investors",2017
spike ai,15.77,15.77,1,AI,Bangalore,Pre-Seed,2025,Sorin Investments,2025
the ken,15.77,12.45,2,Consumer Internet,Bangalore,"Other, Seed","2017, 2018","Omidyar Network, Others, Aprameya Radhakrishunknown, Deepak Natraj, Girish Mathrubootham, Mahesh Murthy, Pallav Nadhani, Pavan Ongole, Sandeep Mathur, Vijay Shekhar Sharma, Others",2018
