Company_Cleaned,Total_Funding,Max_Funding,Num_Rounds,Sector,Location,Rounds,Years,Investors,Last_Year
taqtics,9.96,9.96,1,SaaS,Bangalore,Seed,2024,"Sprout Venture Partners, Capitalunknowna, Java Capital",2024
momoe,9.96,9.96,1,Other,Unknown,Other,2015,"Idg Ventures India, Jungle Ventures, India Quotient.",2015
5c network,9.96,9.96,1,Healthcare,Bangalore,Pre-Series A,2020,"Axilor Ventures, Unitus Ventures",2020
silverpush,9.96,9.96,1,Crossdevice Retargeting,Gurgaon,Private Equity,2015,"M, S Partners",2015
mapmygenome,9.96,9.96,1,Other,Unknown,Private Equity,2015,"Rajan Aunknownndan, Other Angel Investors",2015
eon space labs,9.96,9.96,1,Advanced Hardware & Technology,Hyderabad,Pre-Series A,2025,Mgf Kavachh,2025
blue sky analytics,9.96,9.96,1,Data Intelligence,Gurgaon,Seed,2020,"Beenext, Rainmatter Capital Pvt Ltd, Stanford Angels, Entrepreneurs",2020
anny,9.96,9.96,1,Ecommerce,Gurgaon,Pre-Series A,2025,Atomic Capital,2025
earth rhythm,9.96,9.96,1,Cosmetics,Gurgaon,Seed,2021,Anicut Angel Fund,2021
supply6,9.96,9.13,2,Helathcare,Bangalore,Seed,"2021, 2025","Rohit Goutamchand, India Cxo Fund, Zeropearl Vc",2025
propreturns,9.96,9.96,1,Real Estate,Mumbai,Unknown,2021,"Y Combiunknowntor﻿, ﻿Goodwater Capital",2021
ampere vehicles,9.96,9.96,1,Electric Bike Manufacturers,Coimbatore,Seed,2015,"Kris Gopalakrishunknownn, Others",2015
brila 91,9.96,9.96,1,Food,Delhi,Unknown,2020,"Sequoia Capital, Sixth Sense Ventures",2020
repello ai,9.96,9.96,1,AI,Bangalore,Seed,2025,Venture Highway,2025
blinkitai,9.96,9.96,1,AI,Gurgaon,Seed,2025,Foliflex Cables,2025
goldsetu,9.96,9.96,1,SaaS,Bangalore,Seed,2022,"Village Global, Better Capital, Titan Capital, Iseed",2022
bhive workspace,9.96,9.96,1,Consumer Internet,Bangalore,Private Equity,2017,Blume Ventures,2017
moneyhop,9.96,9.96,1,Fintech,London,Seed,2021,Unknown,2021
raincheck earth,9.96,9.96,1,Alcoholic Beverage D2C,Delhi,Pre-Series A,2025,"Japanese Investors, Angellist India Syndicate",2025
dista,9.96,9.96,1,Computer Software,Pune,Seed,2021,Pentathlon Ventures,2021
affimity,9.96,9.96,1,Consumer Internet,Bangalore,Seed,2016,Undisclosed Investors,2016
onedios,9.96,9.96,1,Information Technology &,Noida,Unknown,2022,"India Angel Network, Letsventure",2022
canvasflip,9.96,9.96,1,Mobile Testing,Hyderabad,Seed,2015,Bessemer Venture Partners,2015
noticeboard,9.96,9.96,1,Consumer Internet,Bangalore,Private Equity,2017,Stellaris Venture Partners,2017
caravan craft,9.96,9.96,1,Indian Ethnic Crafts Etailer,Bangalore,Private Equity,2015,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",2015
triple tap games,9.96,9.96,1,Gaming Game Development,Mumbai,Pre-Seed,2025,"Eximius Ventures, Kalaari Capital, Angel Investors From Entertainment, Gaming Community",2025
freshokartz,9.55,8.3,2,Agritech,Jaipur,Pre-Series A,2020,"Rajasthan Venture Capital Fund, Innovaunknown Thinklabs, Thinklab",2020
edvizo,9.55,8.3,2,Edtech,Bangalore,"Seed, Pre-Series A","2020, 2021",Inflection Point Ventures,2021
livehealth,9.13,9.13,1,Consumer Internet,Pune,Other,2018,Nexus Venture Partners,2018
vendakin,9.13,9.13,1,Information Technology,Dover,Unknown,2022,Better Capital And Cp Gurunknownni,2022
calligotech,9.13,9.13,1,AI,Bangalore,Pre-Series A,2025,Seafund And Artha Venture Fund,2025
wright reseach,9.13,9.13,1,AI,Mumbai,Seed,2022,Orios Venture Partners And Ajat Hukkoo,2022
pipecandy,9.13,9.13,1,Technology,Chennai,Seed,2017,"Idg Ventures, Axilor Ventures, Emergent Ventures, Indian Angel Network",2017
dusminute,9.13,9.13,1,Retail,Bangalore,Pre-Series A,2021,Indian Angel Network,2021
lal10,9.13,9.13,1,B2B,Uttar Pradesh,Unknown,2020,Sorenson Impact,2020
dodo payments,9.13,9.13,1,Fintech,Bangalore,Pre-Seed,2025,"Antler, 9Unicorns, Venture Catalysts, Nitin Gupta, Maninder Gulati, Raymond Russell, Preethi Kasireddy, Nishant Verman",2025
dial4242,9.13,9.13,1,Healthcare,Gurgaon,Pre-Series A,2025,Ian Group,2025
front desk ai,9.13,9.13,1,Technology,Bangalore,Other,2018,"Speciale Invest, Others",2018
jambox games,9.13,9.13,1,Gaming,Bangalore,Seed,2021,Unknown,2021
lobb,9.13,9.13,1,Transportation/Trucking/Railroad,Bangalore,Pre-Series A,2022,"3One4 Capital, Sriunknownth Ramakkrushunknownn",2022
fur jaden,9.13,9.13,1,Luggage And Lifestyle,Mumbai,Pre-Series A,2025,Gruhas Collective Consumer Fund,2025
rare media,9.13,9.13,1,Technology,Delhi,Private Equity,2016,Info Edge (India) Ltd,2016
origa leasing,9.13,9.13,1,Asset Financing,Mumbai,Seed,2015,"Ah! Ventures, 500 Startups, Other Hnis",2015
tread,9.13,9.13,1,Fitness,Bangalore,Pre-Seed,2020,"Better Capital, Kuunknownl Shah, Gaurav Munjal",2020
elevatehq,9.13,9.13,1,Software,Sanfrancisco,Pre-Seed,2022,Pointone Capital And Leo Capital,2022
4fin,9.13,9.13,1,Fintech,Pune,Pre-Seed,2021,Curesense Therapeutics,2021
ammunic systems,9.13,9.13,1,Advanced Hardware & Technology,Bangalore,Seed,2025,"India Accelerator, Finvolve",2025
anmasa,9.13,9.13,1,Ecommerce,Gurgaon,Pre-Seed,2025,Unknown,2025
sports for life,9.13,9.13,1,Sports Academies,Bangalore,Seed,2024,"Roots Ventures, Ml Tondon And Sons Huf And Blume Ventures",2024
univariety,9.13,9.13,1,Edtech,Hyderabad,Unknown,2020,Info Edge,2020
aulerth,9.13,9.13,1,Luxury Goods & Jewelry,Gurgaon,Seed,2022,"Tarun Tahilian, M Venture Partners",2022
3hcare,9.13,8.3,2,Healthcare,Delhi,"Other, Seed","2017, 2018","Unknown, Unknown Investor",2018
chupps,9.13,9.13,1,Foootwear,Mumbai,Pre-Series A,2021,Venture Catalysts,2021
rupeeredee,9.13,9.13,1,Fintech,Gurgaon,Series B,2022,Digital Fiunknownnce Interunknowntiounknownl,2022
chai waale,8.89,4.98,3,Beverage,Chennai,Unknown,"2020, 2021","Guunknownvanth Vaid, Bharat Kumar Sohanraj, Tharun Dhariwal, Sunil Kumar Singhvi, Arun Ostwal, Vishal Ostwal, Guunknownvanth Vaid, Bharat Kumar, Sunil Sethia, Sunil Kumar Singhvi, Manish Mardia",2021
shoppinpal,8.88,8.88,1,Technology,Pune,Private Equity,2016,"Plug And Play Tech Center, Steelhead Ventures, Others",2016
smarterbiz,8.84,8.84,1,Technology,Bangalore,Pre-Series A,2020,"Startupxseed Ventures, Bhaskar Pramanik, Mj Aravinf, Ravi Viswaunknownth, Ramesh Radhakrishunknownn, Ranjan Biswas, Mj Aniketh.",2020
gozefo,8.71,8.71,1,Ecommerce,Bangalore,Private Equity,2016,"Helion Venture Partners, Beenext",2016
i3 systems,8.71,8.71,1,Insurance,Mumbai,Pre-Series A,2020,"Hataunknownka Yosuke, Minomiya Takeo",2020
hexafun,8.48,4.25,2,Ecommerce,Delhi,Seed,2025,Prajay Advisors,2025
medvital,8.4,8.4,1,Medtech,Delhi,Pre-Seed,2025,4Point0 Health Ventures,2025
lifechart,8.39,5.4,2,Gut Wellness,Gurgaon,"Unspecified Round, Seed","2024, 2025","Prajay Advisors Llp, Angel Investors, Prajay Advisors, Prakash Mody, And Jayendra Shah",2025
trusterra,8.38,8.38,1,Auto > Auto Retail & Aftersales,Haryana,Seed,2025,Finvolve,2025
letsmd,8.3,8.3,1,Healthcare,Delhi,Other,2018,"Sri Capital, Waterbridge Ventures And Thinkuvate",2018
taikee,8.3,8.3,1,Ecommerce,Mumbai,Unknown,2021,Unknown,2021
talent next,8.3,8.3,1,Consumer Internet,Mumbai,Seed,2016,"Karanpal Singh, Others",2016
anveya living,8.3,8.3,1,Consumer Goods,Bangalore,Seed,2022,Rukam Capital,2022
gameeon,8.3,8.3,1,Gaming Game Development,Mumbai,Unspecified Round,2024,"Sucseed Indovation Fund, Ice Vc, Ian, Cd Equifinance, Nexus Global Opportunities Fund",2024
orangetwig,8.3,8.3,1,Consumer Internet,Delhi,Seed,2016,Unknown Investor,2016
khiladipro,8.3,8.3,1,Sporttech,Bangalore,Pre-Seed,2025,Shastra Vc And,2025
em3 agri,8.3,8.3,1,Agritech,Noida,Unknown,2020,"Global Innovation Fund, Soros Economic Development Fund",2020
matrix geo,8.3,8.3,1,Drone & Space,Delhi,Other,2024,"Chittorgarh Infotech Limited, Viney Equity Markets Llp, Tryrock Capital Trust Aif",2024
orbitt space,8.3,8.3,1,Spacetech,Ahmedabad,Pre-Seed,2025,"Pi Ventures, Iima Ventures",2025
gamerji,8.3,8.3,1,Sports,Ahmedabad,Pre-Series A,2022,Unicorn India Ventures,2022
raaz app,8.3,8.3,1,Healthcare,Bangalore,Unspecified Round,2025,"Fireside Ventures, Campus Fund, Better Capital",2025
my omnamo,8.3,8.3,1,Consumer Internet,Mumbai,Other,2018,Unknown,2018
elixia tech,8.3,8.3,1,Information Technology &,Mumbai,Pre-Series A,2021,Rajasthan Venture Capital Fund,2021
witace,8.3,8.3,1,Skill Development,Gurgaon,Seed,2021,Citiustech,2021
bhiveworkspace,8.3,8.3,1,Reality,Bangalore,Private Equity,2016,Blume Ventures,2016
town essentials,8.3,8.3,1,Grocery Delivery,Bangalore,Seed,2015,"Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil",2015
kisanwala,8.3,8.3,1,Information Technology &,Hyderabad,Unknown,2022,Unknown,2022
moneyboxx finance,8.3,8.3,1,Fintech,Delhi,Unknown,2020,"Blacksoil, Caspian",2020
mealawe,8.3,8.3,1,Food,Pune,Unspecified Round,2025,"Shark Tank Founders, Fdi, Angel Investors From Goldman Sachs, Oracle",2025
syook,8.3,8.3,1,Industrial Automation,Bangalore,Series A,2021,"Inflection Point Ventures, Ongc",2021
readyassist,8.3,8.3,1,Vehicle Repair,Bangalore,Seed,2021,Satish Grampurohit,2021
billion loans,8.3,8.3,1,Consumer Internet,Bangalore,Seed,2017,Reliance Corporate Advisory Services Ltd,2017
fuel buddy,8.3,8.3,1,Oil And Energy,Delhi,Unknown,2021,Jaipuria Family Office,2021
sqqrl,8.3,8.3,1,Fintech,Gurgaon,Other,2018,Equanimity Venture Fund,2018
aahaa stores,8.3,8.3,1,Ecommece,Chennai,Private Equity,2017,Yournest Angel Fund,2017
kiko live,8.3,8.3,1,Commerce,Gurgaon,Pre-Series A,2021,"Dinesh Agarwal, Amarjit Batra",2021
raskik,8.3,8.3,1,Fusion Beverages,Unknown,Pre-Series A,2020,"Venture Catalysts, 9Unicorns",2020
tablehero,8.3,8.3,1,Consumer Internet,Bangalore,Seed,2016,"Growx Ventures, Kuunknownl Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor",2016
tablesprint,8.3,8.3,1,Nocode Builder,Pune,Seed,2024,"Angel Investors (Ankit Bhati, Ajeet Khuraunknown, Etc.)",2024
fanball xi,8.3,8.3,1,Gaming,Delhi,Seed,2020,Foxhog Ventures,2020
mazkara,8.3,8.3,1,Consumer Internet,Pune,Seed,2016,Duunknownmis Ventures Pte Ltd.,2016
qyk app,8.3,8.3,1,Ondemand Based Professional,Bangalore,Private Equity,2015,"Growx Ventures, Tracxn Labs, Powai Lake Ventures, And Sahil Barua",2015
msmex,8.3,8.3,1,Edtech,Andheri,Pre-Series A,2021,"Tnf Ventures, Razorpay",2021
mybyk,8.3,8.3,1,Rental,Ahmedabad,Pre-Series A,2021,Avon Cycles,2021
rupeeflo,8.3,8.3,1,Fintech,Bangalore,Pre-Seed,2025,Piper Serica Angel Fund,2025
totality,8.3,8.3,1,Entertainment,Gurgaon,Unknown,2021,"Leo Capital, Mayfield Fund",2021
mygreens,8.3,8.3,1,Food,Delhi,Seed,2017,"Ajay Relan, Letsventure",2017
shotgun games,8.3,8.3,1,Media & Entertainment,Mumbai,Seed,2025,Unknown,2025
myfitness,8.3,8.3,1,Fitness,Silvassa,Seed,2021,9Unicorns,2021
curiousjr,8.3,8.3,1,Edtech,Gurgaon,Seed,2021,"Waterbridge Ventures, Enzia Ventures",2021
leanworx,8.3,8.3,1,Manufacturing Data,Bangalore,Seed,2024,"Yournest Venture Capital, Angel Investment Group",2024
qila games,8.3,8.3,1,Gaming,Bangalore,Pre-Seed,2025,Chimera Vc,2025
commeasure,8.3,8.3,1,Online Hotel Booking,Noida,Seed,2015,Jungle Ventures,2015
gig,8.3,8.3,1,Crowdsourcing,Pune,Pre-Series A,2020,"Shantanu Deshpande, Subramaniam Ramadorai",2020
unlu,8.3,8.3,1,Celebrity Engagement,Gurgaon,Seed,2021,Expert Dojo,2021
elixia robotics,8.3,8.3,1,Logistics,Mumbai,Pre-Series A,2024,Jito Incubation And Innovation Foundation (Jiif),2024
mykindofjob,8.3,8.3,1,Consumer Internet,Mumbai,Seed,2016,"Mayank Shah, Shreyans Shah",2016
ibsfintech,8.3,8.3,1,Information Technology &,Bangalore,Pre-Series A,2021,Unknown,2021
glamrs,8.3,8.3,1,Online Fashion Video Portal,Mumbai,Private Equity,2015,"Ventureworks India, Blume Ventures, Batlivala, Karani Securities, Nikunj Jhaveri",2015
aahaa,8.3,8.3,1,Ecommerce,Chennai,Private Equity,2016,Yournest Angel Fund,2016
i3sysytems,8.3,8.3,1,Technology,Mumbai,Other,2018,"Unitus Ventures, Behram Vakil And Jerxis Vandrevala",2018
anka summor,8.3,8.3,1,Sales And Distribution,Bangalore,Pre-Series A,2021,Inflection Point Ventures,2021
ar bon vivants,8.3,8.3,1,Food,Jaipur,Other,2018,"Rb Investments, Singapore",2018
tea trails,8.3,8.3,1,Of Tea Cafxc3Xa9Xe2X80X99S,Mumbai,Seed,2015,"Anil Matai, Vikram Tandon, Shyam Sundar R, Others",2015
ejohri,8.3,8.3,1,Jewellery,Mumbai,Pre-Series A,2020,Rajesh Raunknownvat,2020
ekank,8.3,8.3,1,Software,Delhi,Unknown,2022,"Archaunknown Priyadarshini, Amit Jain, Amit Hooja, Deepak Jain",2022
nugen,8.3,8.3,1,AI,Ahmedabad,Pre-Seed,2025,Antler,2025
nukkad shops,8.3,8.3,1,Consumer Internet,Hyderabad,Seed,2016,Purpletalk Inc,2016
frsh,8.3,8.3,1,Online Food Ordering & Delivery,Gurgaon,Private Equity,2015,"Mumbai Angels, Mayank Bhangdia, Kae Capital",2015
auraml,8.3,8.3,1,AI,Bangalore,Pre-Seed,2025,"Turbostart, Devc, Gsf Accelerator, Indian Angel Network",2025
oncare,8.3,8.3,1,Healthcare,Gurgaon,Seed,2024,Huddle Ventures,2024
shoppin,8.3,8.3,1,Fashion Search Engine,India,Unspecified Round,2025,Infoedge Ventures,2025
salt oral care,8.3,8.3,1,Preseries A,Mumbai,Pre-Series A,2025,Lotus Holdings,2025
origin fresh,8.3,8.3,1,Fresh Produce D2C,Bangalore,Pre-Seed,2025,"Aeravti Ventures, Ultra Hnis",2025
keeptrax,8.3,8.3,1,Location Based,Dallas,Seed,2015,Unknown,2015
meetuniv,8.3,8.3,1,Online Edtech,Noida,Seed,2015,Peesh Venture Capital,2015
tax2win,8.3,8.3,1,Consumer Internet,Jaipur,Private Equity,2016,Unknown Investors,2016
taxbuddycom,8.3,8.3,1,Fintech,Mumbai,Unknown,2020,Zenith Global,2020
streamoid,8.3,8.3,1,Visual Search And Discovery,Bangalore,Seed,2015,Unknown,2015
quash,8.3,8.3,1,AI,Delhi,Pre-Seed,2025,"Arali Ventures, Java Capital, Peercheque, Devc (Matrix Partners), Tracxn Counknownfounder",2025
quaqua,8.3,8.3,1,Travel,Hyderabad,Unknown,2020,Anthill Ventures,2020
bhive investech,8.3,8.3,1,Coworking,Bangalore,Seed,2020,Blume Ventures,2020
immunitoai,8.3,8.3,1,Biotechnology,Bangalore,Seed,2021,Pi Ventures,2021
froogal,8.3,8.3,1,Marketing & Customer Loyalty,Hyderabad,Pre-Series A,2020,Usunknownbased Angel Investors,2020
countingwell,8.3,8.3,1,Edtech,Bangalore,Pre-Series A,2020,"Delhi Private School, Uae, Interstar",2020
appie,8.3,8.3,1,Consumer Internet,Mumbai,Seed,2016,Unknown Investors,2016
excess2sell,8.3,8.3,1,Ecommerce,Mumbai,Unknown,2020,Gautham Madhavan,2020
bigstylistcom,8.3,8.3,1,Beauty And Wellness,Mumbai,Private Equity,2015,Info Edge,2015
flatheads,8.3,8.3,1,Apparel & Fashion,Bangalore,Pre-Series A,2021,"We Founder Circle, Dexter Angels",2021
learnvern,8.3,8.3,1,Edtech,Ahmedabad,Unknown,2021,Unknown,2021
fleek,8.3,8.3,1,Internet,Bangalore,Seed,2021,Axilor,2021
ritualistic,8.3,8.3,1,Home Decor D2C,Gurgaon,Other,2025,"Deep Bajaj, Mohit Bajaj",2025
legalraasta,8.3,8.3,1,Consumer Internet,Delhi,Seed,2016,"Pravin Khandelwal, Yatin Kumar Jain",2016
oorjaa,8.3,8.3,1,Logistics,Mumbai,Unknown,2022,Inflection Point Ventures,2022
rockclimber,8.3,8.3,1,Food,Bangalore,Unknown,2021,Aunknownnd Prakash Sharma,2021
data resolve,8.3,8.3,1,Technology,Noida,Private Equity,2017,Idfc Parampara Early Stage Opportunities Fund,2017
krishitantra,8.3,8.3,1,Soiltech,Hyderabad,Seed,2020,"Nabventures, Omnivore",2020
flipclass,8.3,8.3,1,Consumer Internet,Bangalore,Private Equity,2016,"S Chand And Co Pvt Ltd, Blume Ventures",2016
eywa media,8.3,8.3,1,Digital Signal Processing,Bangalore,Seed,2015,"Ah! Ventures, Viktor Koenig Pe Fund, Mantra Ventures",2015
datazip,8.3,8.3,1,Data Engineering,Bangalore,Seed,2024,Equirus Innovatex Fund,2024
ezcred,8.3,8.3,1,Consumer Internet,Bangalore,Seed,2017,"Dheeraj Pandey, Rajesh Yohanunknownn, Akash Garg",2017
meraqui,8.3,8.3,1,Human Resources,Pune,Seed,2022,Unknown,2022
fixcraft,8.3,8.3,1,Automotive,Gurgaon,Pre-Series A,2021,Unknown,2021
zippmat,8.3,8.3,1,SaaS,Bangalore,Seed,2022,Tradecred And Matrix Partners India,2022
creditvidya,8.3,8.3,1,Technology,Mumbai,Private Equity,2016,Kalaari Capital,2016
zoctr,8.3,8.3,1,Healthcare,Mumbai,Seed,2015,"Sandeep Parwal, Krishan Gupta, Others",2015
legal salah,8.3,8.3,1,Legaltech,Kolkata,Seed,2020,I2I Capitals,2020
medpho,8.3,8.3,1,Hospital & Health Care,Noida,Unknown,2021,"Cygnus Medicare Group, Probal Ghoshal, Shuchin Bajaj",2021
woodenstreet,8.3,8.3,1,Home Design,Rajastan,Unknown,2020,"Ian Fund, Rajasthan Venture Capital Fund",2020
rubix,8.3,8.3,1,Technology,Pune,Private Equity,2018,Polaris Fund,2018
express stores,8.3,8.3,1,Ecommerce,Gurgaon,Seed,2021,"Venture Highway, Rohit Bansal",2021
autodukan,8.3,8.3,1,Ecommerce,Pune,Pre-Series A,2025,Unknown,2025
fitsol,8.3,8.3,1,Decarbonization For Manufacturing,Delhi,Seed,2024,Transition Vc,2024
fitspire,8.3,8.3,1,Healthcare,Delhi,Other,2025,"Mcdounknownld'S India (North, East) Promoter Aunknownnt Agarwal, Mm Agrawal Group (Mmg), Akg Fiunknownncials",2025
extraaedge,8.3,8.3,1,Martech,Pune,Pre-Series A,2021,"9Unicorns Accelerator Fund, Indian Angel Network",2021
merlinwand,8.3,8.3,1,Ecommerce,Hyderabad,Seed,2022,Unknown,2022
savvymob,8.3,8.3,1,Ecommerce,Bangalore,Seed,2016,"Tv Mohandas Pai, Letsventure",2016
bizlog,8.3,8.3,1,Logistics,Bangalore,Unknown,2020,Ian Fund,2020
workapps,8.3,8.3,1,Technology,Pune,Seed,2016,Sri Capital,2016
kulzy,8.3,8.3,1,Advertising & Marketing Community Networking,Delhi,Seed,2015,"Seedfund, Bedrock Ventures",2015
say cheese,8.3,8.3,1,Femtech,Mumbai,Seed,2021,Unknown,2021
oneiric11 gaming,8.3,8.3,1,Esports And Gaming,Chandigarh,Pre-Series A,2024,"Ng Family Trust, Tac Holdings",2024
supermoney,8.3,8.3,1,Fintech,Mumbai,Pre-Series A,2020,Unitus Ventures.,2020
stylecracker,8.3,8.3,1,Personalized Styling,Mumbai,Private Equity,2015,Group Of Hni Investors,2015
sreyas holistic remedies,8.3,8.3,1,Medtech,Hyderabad,Unknown,2020,Blacksoil,2020
reddoorz,8.3,8.3,1,Budget Accommodation,Noida,Seed,2015,Jungle Ventures,2015
trackk,8.3,8.3,1,Fintech,Delhi,Seed,2025,Unknown,2025
toppersnotes,8.3,8.3,1,Edtech,Jaipur,Seed,2021,Inflection Point Ventures,2021
vagupu,8.3,8.3,1,Technology,Bangalore,Seed,2017,Unknown Investors,2017
verandah,8.3,8.3,1,Apparel & Fashion,Mumbai,Seed,2021,"Mike Novogratz, Neeraj Arora",2021
refrens,8.3,8.3,1,SaaS,Bangalore,Seed,2020,"Vijay Shekhar Sharma, Anupam Mittal",2020
ig drones,8.3,8.3,1,Dronetech,Delhi,Seed,2024,India Accelerator,2024
ziniosa,8.3,8.3,1,Luxury Fashion,Bangalore,Unknown,2025,Inflection Point Ventures (Ipv),2025
stalkbuylove,8.3,8.3,1,Ecommerce,Delhi,Private Equity,2017,Trifecta Capital,2017
seevc,8.3,8.3,1,Technology,Delhi,Seed,2021,Jimmy Singh,2021
fedo,8.3,8.3,1,AI,Bangalore,Unknown,2020,Aim Smart City,2020
aadyah,8.3,8.3,1,Technology,Bangalore,Private Equity,2017,Keiretsu Forum,2017
imarticus learning,8.3,8.3,1,Edtech,Mumbai,Private Equity,2016,"Blinc Advisors, Amit Naunknownvati, Tashwinder Singh, Taranjit Jaswal, Amit Khanunknown",2016
zoojoobe,8.3,8.3,1,Corporate Wellness,Bangalore,Private Equity,2015,Roundglass Partners,2015
zapyle,8.3,8.3,1,Preused Apparel Shopping Mobile,Bangalore,Seed,2015,Unknown,2015
recyclarocom,8.3,8.3,1,Environment > Solid Waste Management,Uttar Pradesh,Seed,2025,Capitaloven,2025
sthyr energy,8.3,8.3,1,Cleantech,Chennai,Seed,2025,"Speciale Invest, Antares Ventures",2025
seniority,8.3,8.3,1,Ecommerce,Pune,Private Equity,2017,Rpg Enterprises,2017
remitr,8.3,8.3,1,Consumer Internet,Mumbai,Seed,2016,"Vijay Shekhar Sharma, Pravin Gandhi, \\Xc2\\Xa0 Smart Start Fund; Kuunknownl Shah, \\Xc2\\Xa0 Sandeep Tandon, Vishal Gondal, Others",2016
scube futuretech,8.3,8.3,1,Structural & Civil Engg Automation,Mumbai,Private Equity,2015,Parampara Capital,2015
stance health,8.3,8.3,1,Healthcare,Bangalore,Pre-Seed,2025,General Catalyst,2025
resilience ai,8.3,8.3,1,Climate Technology,Gurgaon,Seed,2024,Kalaari Capital (Cxxo Initiative),2024
esmito,8.3,8.3,1,Information Technology,Taramani,Seed,2022,Unicorn India Venture,2022
reputai,8.3,8.3,1,Supply,Bangalore,Pre-Seed,2025,"Growthcap Ventures, Angel Investors",2025
forbidden foods,8.3,8.3,1,Food,Delhi,Seed,2020,"Globevestor, Secocha Ventures, First Cheque Vc, Kashyap Deorah, Vijay Sivaram",2020
igrenenergi,8.3,8.3,1,Technology,Mumbai,Seed,2016,Sunil Mehta,2016
customersucessbox,8.3,8.3,1,Technology,Gurgaon,Other,2018,"Pi Ventures, Axilor Ventures",2018
cellivate,8.3,8.3,1,Biotech,Singapore,Seed,2024,"Antler, Venture Catalysts, Hatcher+, We Founder Circle",2024
supplified,8.3,8.3,1,Ecommerce,Delhi,Seed,2016,Mohit Goel,2016
fraganote,8.3,8.3,1,Ecommerce,Delhi,Pre-Series A,2025,Rukam Capital,2025
appedo,8.3,8.3,1,Other,Unknown,Seed,2015,Unknown Investors,2015
blive,8.3,8.3,1,Tourism,Panaji,Pre-Series A,2021,"Mumbai Angels, Dna Entertainment Networks",2021
kredent,8.3,8.3,1,Edtech,Kolkata,Unknown,2021,Kotak Securities,2021
zintlr,8.3,8.3,1,SaaS,Bangalore,Seed,2024,Om Jain,2024
erpnext,8.3,8.3,1,Technology,Mumbai,Unknown,2020,Rainmatter,2020
seedoc,8.3,8.3,1,Consumer Internet,Gurgaon,Private Equity,2016,"Yournest Angel Fund\\Xc2\\Xa0, Others",2016
voodoo,8.3,8.3,1,Mobile Only Shopping Assistant,Delhi,Seed,2015,Saif Partners,2015
reglobe,8.3,8.3,1,Used Gadgets Buy / Refurbishing,Gurgaon,Seed,2015,"Bessemer Ventures, Blume Ventures",2015
video ken,8.3,8.3,1,Consumer Internet,Bangalore,Seed,2017,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, Lg Chandrasekhar, Sashi Reddi",2017
ugxai,8.3,8.3,1,AI,Gurgaon,Seed,2025,Blue Ocean Venture Partners,2025
niffler,8.3,8.3,1,Other,Unknown,Seed,2015,Saif Partners,2015
solethreads,8.3,8.3,1,Fashion,Gurgaon,Series A,2021,"Dsg Consumer Partners, Saama Capital",2021
house of msasaba,8.3,8.3,1,Luxury Label,Mumbai,Series A,2019,Binny Bansal,2019
greyatom,8.3,8.3,1,Technology,Mumbai,Private Equity,2018,Pravega Ventures,2018
happy emi,8.3,8.3,1,Fintech,Bangalore,Other,2018,Aj Ventures And Jain Interunknowntiounknownl Trade Organisation (Jito),2018
grey campus,8.3,8.3,1,Consumer Internet,Hyderabad,Seed,2016,Sarath Sura,2016
inbound aerospace,8.3,8.3,1,Advanced Hardware & Technology,Chennai,Pre-Seed,2025,Speciale Invest,2025
homergize,8.3,8.3,1,Ecommerce,Bangalore,Private Equity,2017,Lg Chandrasekhar,2017
neostencil,8.3,8.3,1,Consumer Internet,Delhi,Private Equity,2017,"Brand Capital, Paragon Trust",2017
itribe,8.3,8.3,1,Fintech,Bangalore,Unknown,2022,Eximius Ventures And Planbcapital,2022
zebi yet to launch,8.3,8.3,1,Technology,Hyderabad,Seed,2016,Un Disclosed Investors,2016
itravellercom,8.3,8.3,1,Other,Unknown,Private Equity,2015,Ah! Ventures,2015
cloudcherry analytics,8.3,8.3,1,Crm / Analytics,Chennai,Seed,2015,"The Chenunknowni Angels, Idg Ventures India",2015
limo,8.3,8.3,1,Consumer Internet,Mumbai,Private Equity,2016,Rainmaker Ventures,2016
admitkard,8.3,8.3,1,Edtech,Noida,Seed,2019,Growth Dna,2019
hapramp,8.3,8.3,1,Blockchain,Gurgaon,Unknown,2020,Aunknownnd Mahindra,2020
join ventures,8.3,8.3,1,Venture Capital & Private Equity,Mumbai,Series A,2022,"Dsg Consumer Partners, Rajiv Dadlani Group, 9Unicorns, Venture Catalysts",2022
adytude,8.3,8.3,1,Consumer Internet,Delhi,Private Equity,2016,Indian Angel Network,2016
easiloan,8.3,8.3,1,Fintech,Mumbai,Unknown,2021,Tomorrow Capital,2021
hashtaag,8.3,8.3,1,Technology,Bangalore,Seed,2016,Unknown Investors,2016
postudio,8.3,8.3,1,Postproduction Saas,Mumbai,Pre-Seed,2025,Audacity Venture Capital,2025
ishitva,8.3,8.3,1,Computer Software,Ahmedabad,Pre-Series A,2021,Inflection Point Ventures,2021
tookitaki,8.3,8.3,1,Other,Unknown,Other,2015,"Jungle Ventures, Redbright Partners, Blume Ventures",2015
sminq,8.3,8.3,1,Consumer Internet,Pune,Seed,2016,"Saama Capital, Blume Ventures, Vaibhav Domkundwar",2016
