Company,Sector,Headquarters,Amount,Funding_Round_Type,Lead_Investors,Year,Month
Omnify,SaaS startup,"San Francisco Bay Area, Silicon Valley, West Coast",,Pre-series A,"Saurabh Arora, LD Sharma",2020,October
Fanball XI,Gaming,New Delhi,"$1,000,000",Seed,Foxhog Ventures,2020,October
Treebo Hotels,Hospitality,Bangalore,"$6,000,000",,"Ramesh Mangaleswaran, Saikiran Krishnamurthy",2020,October
GPS Renewables,Cleantech,Bangalore,"$3,000,000",Series A,"Triodos, Caspian",2020,October
Public,Social Media,New Delhi,"$30,000,000",,"Lee Fixel's Addition, SIG Global, Tanglin Venture Partners",2020,October
Legal Salah,LegalTech,Kolkata,"$1,000,000",Seed,I2I Capitals,2020,October
FanPlay,Gaming,New Delhi,,Seed,"Core91 Fund, Anupam Mittal",2020,October
ECOSTP,Sanitation solutions,Bangalore,"$19,000,000",,Terwilliger Centre,2020,October
Coralogix,SaaS startup,"San Francisco, California, United States","$25,000,000",Series B,"2B Angels, Janvest Capital Partners",2020,October
Equiwatt,Tech company,"Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom","$300,000",,Rising Stars,2020,October
Reliance Retail Ventures,E-commerce,Mumbai,"$800,000,000",,"General Atlantic, Kohlberg Kravis Roberts",2020,October
Zhangmen,EdTech,"Shanghai, China","$400,000,000",,"CICC Alpha, VMS Asset Management",2020,October
AgroWave,AgriTech,Gurugram,"$500,000",,Sekhar Puli,2020,January
Hire Me Car,TravelTech,Noida,,Seed,US based NRI Investors,2020,January
Oga Fit,Fitness startup,Bangalore,,Pre-series A,"Inflection Point Ventures, Mitesh Shah",2020,January
ShipsKart,E-commerce,New Delhi,"$200,000",Pre-series A,Betatron,2020,January
Sapio Analytics,Tech company,Mumbai,"$150,000",,,2020,January
SquadStack,Tech company,San Francisco,"$5,000,000",Series A,"Chiratae Ventures, Blume Ventures",2020,January
Financepeer,EdTech,Mumbai,"$3,000,000",Pre-series A,"Ravi Sanghvi, PitchRight Venture",2020,January
Cashify,E-commerce,Gurugram,"$10,000,000",Debt,"Bessemer Venture Partners, CDH Investments",2020,January
Taimei,HealthCare,"Jiaxing, Zhejiang, China","$176,000,000",,"Cowin Venture, ZSVC",2020,January
Etrio,EV startup,Hyderabad,"$3,000,000",Series A,HNIs,2020,January
Codeyoung,EdTech,Bangalore,,Seed,Guild Capital,2020,January
StayQrious,EdTech,Bangalore,"$2,000,000",Seed,Y Combinator,2020,January
Sunstone Eduversity,EdTech,Gurugram,"$3,000,000",Series A,Prime Venture Partners,2020,January
Infilect,SaaS startup,Bangalore,"$1,500,000",Pre-series A,"Mela Ventures, 1Crowd",2020,January
Avanse Financial Services,FinTech,Mumbai,"$15,000,000",,International Finance Corporation,2020,January
MobiGarage,E-commerce,New Delhi,,Pre-series A,,2020,January
Samunnati,Agriculture,Chennai,"$20,000,000",Debt,"responsAbility, Accel",2020,January
WeInnovate Biosolutions,Startup laboratory,Pune,,Seed,Chiratae ventures,2020,January
Yummy Corp,Food Industry,"Tangerang, Jawa Barat, Indonesia","$12,000,000",Series B,"Palm Drive Capital, Amatil X Ventures",2020,January
Industry Buying,E-commerce,New Delhi,"$15,000,000",,"BlackSoil, BEENEXT",2020,January
Hopscotch,E-commerce,Mumbai,"$25,000,000",,"Marc Lore, Rise Capital",2020,January
Smallcase,FinTech,Bangalore,"$13,400,000",Series B,"Sequoia Capital India, Blume Ventures",2020,January
Pristyn Care,HealthCare,Gurugram,"$11,000,000",,"Sequoia Capital India, Hummingbird Ventures",2020,January
Clairvolex,Tech Startup,California,"$2,000,000",Debt,"JF Mauritius SPV, IndusAge Partners",2020,January
WoodenStreet,Home Design,Rajastan,"$1,000,000",,"IAN Fund, Rajasthan Venture Capital Fund",2020,January
ACKO,InsureTech,Mumbai,"$60,000,000",,"RPS Ventures, Intact Ventures",2020,January
Farmers Fresh Zone,AgriTech,Kochi,"$470,000",,"Artha India Ventures, Nagaraja Prakasam",2020,January
Assiduus,E-commerce,Bangalore,"$1,000,000",Series A,VC Firm K Partners,2020,January
Brinton,HealthTech,California,"$1,300,000",Debt,"India Alternatives Private Equity Fund, Tata Capital",2020,January
Invento,AI Startup,Bangalore,,,"Chiripal Group, Ratish Kumar Nair",2020,January
Infurnia,Tech Startup,Bangalore,"$240,000",,"Pallav Nadhani, Idein Ventures",2020,January
AFK Gaming,Entertainment,Mumbai,"$200,000",Pre-series A,,2020,January
AnalytIQSports's SuperCric,Entertainment,Bangalore,,,,2020,January
Snowflake,Tech company,California,"$3,000,000,000",,"Salesforce Ventures, Dragoneer Investment Group",2020,January
Infarm,AgriTech,Berlin,"$170,000,000",Series C,"Bonnier Ventures, Hanaco Venture Capital",2020,January
Zuper,SaaS startup,Seattle,"$1,100,000",Seed,"Gemba Capital, Gunderson Dettmer",2020,January
GenieTalk,Tech Company,Indore,"$750,000",,,2020,January
Classplus,EdTech,Noida,"$10,000,000",,"Spiral Ventures, Surge",2020,January
Mobile Premier League,Entertainment,Bangalore,"$74,000,000",,"Sequoia Capital India, Times Internet",2020,January
Fourth Partner Energy,Solar solution,Hyderabad,"$16,000,000",,"responsAbility, Grameen Impact India (GIII)",2020,January
Flipkart,E-commerce,Bangalore,"$62,000,000",,"Tencent Holdings, Walmart",2020,January
mCaffeine,Personal care startup,Mumbai,"$2,900,000",Series B,"RPSG Ventures, Amicus Capital",2020,January
Origa,FinTech,Andheri,"$2,000,000",Debt,"500 Startups, ah! Ventures",2020,January
GullyBuy Software,Tech Startup,Pune,"$543,000",Pre-series A,,2020,January
Recordent,FinTech,Hyderabad,,Seed,,2020,January
MPL,Entertainment,Bangalore,"$90,000,000",Series C,"Base Partners, GO Ventures",2020,January
Penny,SaaS startup,Riyadh,"$1,300,000",Seed,,2020,January
Onsitego,Customer service company,Mumbai,"$30,000,000",Series B,"Accel, Zodius Capital",2020,January
Vivriti Capital,FinTech,Chennai,"$1,000,000",,"Aspada, Creation Investments Capital Management, LLC",2020,January
InsuranceDekho,FinTech,Ludhiana,"$20,000,000",,GirnarSoft,2020,January
Precily,SaaS  startup,California,,Seed,"Windrose Capital, Anil Advani",2020,January
BestDoc,HealthCare,Kochi,"$2,100,000",,,2020,January
Byju’s,EdTech,Bangalore,"$500,000,000",,"Owl Ventures, Tiger Global Management",2020,January
SmartClean,Tech Startup,Singapore,"$3,400,000",Pre- series A,"Seeds Capital, AIM Smart City",2020,January
Melorra,Jewellery startup,Bangalore,"$12,500,000",,"Jamshed Jeejeebhoy, Symphony International Holdings",2020,January
ClanConnect,Marketing startup,Delhi,"$600,000",Seed,,2020,January
Servify,Service industry,Mumbai,"$23,000,000",Series c,"Blume Ventures, Tetrao",2020,January
ShareChat,Social media,Bangalore,"$40,000,000",Pre-series C,"Lightspeed venture partners, saif partners",2020,January
Rephrase.ai,AI,Bangalore,"$1,500,000",Seed,"Techstars Bangalore Accelerator, Techstars",2020,January
Reliance,Multinational conglomerate company,Mumbai,"$2,200,000,000",,"Facebook, Google, KKR, Silver Lake",2020,January
Inflexor Ventures,FinTech,Mumbai,"$10,000,000",,,2020,January
Melorra,Jewellery,Bangalore,"$8,090,000",Debt,"Shadows Holdings, Lightbox",2020,January
Pandorum,Deeptech startup,Bangalore,"$5,060,000",,"021 Capital, Karnataka Information Technology Venture Capital Fund",2020,January
FabHotels,Hospitality,Gurugram,"$1,030,000",Series B,"RB Investments Pte. Ltd, Goldman Sachs",2020,January
SpeakIn,Social Network,Noida,,,Homage Ventures.,2020,January
LetsUp,Publication,Mumbai,,,,2020,January
Newsreach,Publication,Gujarat,,,Mumbai Angels,2020,January
Dream11,Entertainment,Mumbai,"$225,000,000",,"Steadview Capital, Tencent Holdings",2020,January
EkAnek,Tech Startup,New Delhi,"$5,040,000",Edge,"Lightspeed India Partners, Sequoia Capital India",2020,January
SignalX,SaaS platform,Hyderabad,"$750,000",,,2020,January
Cub McPaws,AR startup,Mumbai,"$800,000",Pre-Series A,Venture Catalysts,2020,January
Zimyo,HR Tech startup,Gurgaon,"$1,500,000",Seed,"Abhishant Pant, Chiranth Patil",2020,January
PumPumPum,Automotive Startup,Gurgaon,"$360,000",Debt,,2020,January
Burgerama,Food Startup,Gurgaon,,Pre-Series A,"Madison, Anicut",2020,January
Moms Co,HealthCare,Gurgaon,"$8,000,000",Series B,"DSG Consumer Partners, Saama Capital",2020,January
DillyHub,Publication,Seoul,"$1,400,000",Seed,"Kakao Ventures, Shinhan Capital",2020,January
JetSynthesys,Tech,Mumbai,"$40,000,000",,"Adar C. Poonawalla, Kris Gopalakrishnan",2020,January
Vesta Space Technology,Tech startup,Pune,"$10,000,000",,,2020,January
FPL Technologies,FinTech,Pune,"$10,000,000",Series A,"Matrix Partners India, Hummingbird Ventures",2020,January
FITTR,Fitness Startup,Pune,"$2,000,000",Pre-Series A,Surge,2020,January
Illumnus,EdTech Startup,Pune,"$100,000",Seed,23 High Networth Individuals (HNIs).,2020,January
CashKaro,E-commerce,Gurgaon,"$10,000,000",Series B,"Ratan Tata, Kalaari Capital",2020,January
Newton School,EdTech Startup,Bangalore,"$650,000",Seed,Nexus Venture Partners,2020,January
Airmeet,Tech startup,Bangalore,"$12,000,000",Series A,"Global Founders Capital, Redpoint",2020,January
Observe ai,Tech,San Francisco,"$54,000,000",Series B,"01 Advisors, Steadview Capital",2020,January
Dozee,HealthTech,Bangalore,"$1,600,000",,,2020,January
InCred,Finance,Mumbai,"$5,000,000",Debt,"Pushpak Credit, Fiscal",2020,January
Rebel Foods,Food,Pune,"$50,000,000",,Coatue Management,2020,January
Toppr,EdTech,Mumbai,"$35,000,000",Series D,"Kaizenvest, Foundation Holdings",2020,January
CarTrade,Car Trade,Mumbai,"$42,500,000",Series H,"Pincus, JP Morgan, Temasek, March Capital",2020,January
LEAD School,EdtTech,Mumbai,"$28,000,000",Series C,"Westbridge Capital, Elevar Equity",2020,January
Nykaa,Fashion,Mumbai,"$24,700,000",,Steadview Capital,2020,January
Ketto,Finance,Mumbai,"$7,700,000",,"Mumbai Angels, Redcliffe Capital",2020,January
Servify,Manufacturing,Mumbai,"$11,370,000",Series C,"Blume Ventures, Tetrao",2020,January
Lido Learning,EdTech,Mumbai,"$7,500,000",Series B,"BAce Capital, Madhur Deora",2020,January
Suryoday,Finance,Mumbai,"$800,000",,"Gaja Capital, Kotak Life, Lok Capital",2020,January
Apna.co,Job portal,Bangalore,"$8,000,000",Series A,"Lightspeed India, Sequoia Capital India",2020,January
SucSEED,Finance,Hyderabad,"$1,300,000",,"DR. Moti Vyas, Udit Goyal",2020,January
Quintype Technologies,Tech,Bangalore,"$325,000",Series A,"IIFL Asset Management, Raghav Bahl",2020,January
Dunzo,Tech,Bangalore,"$28,000,000",Series E,"Wes Schwalje, Alteria Capital",2020,January
Unacademy,EdTech,Bangalore,"$150,000,000",,"Nexus Venture Partners, Sequoia Capital",2020,January
Entropik,AI Platform,Bangalore,"$8,000,000",Series A,"IDFC-Parampara Fund, Bharat Innovation Fund",2020,January
Strata,Real Estate,Bangalore,"$1,90,67,328",,"Propstack, SAIF Partners",2020,January
3one4 Capital,Venture capital,Bangalore,"$100,000,000",,,2020,January
Livspace,Home design,Bangalore,"$9,000,000",Series D,"Mercer Investments, Nicholas Cator",2020,January
Ultraviolette Automotive,Automation,Bangalore,"$410,000",Series B,TVS Motor Company,2020,January
WinZO,Gaming,New Delhi,"$18,000,000",Series B,"Makers Fund, Courtside Ventures",2020,January
SenseHawk,Solar SaaS,Bangalore,"$5,000,000",Series A,"Falcon Edge Capital, SAIF Partners",2020,January
Railofy,WL & RAC protection,Mumbai,"$900,000",Seed,Chiratae Ventures.,2020,January
WE-Hub,Entreprenurship,Hyderabad,,,,2020,January
Zomato,Food devlivery,Haryana,"$62,000,000",,"MacRitchie Investments, Baillie Gifford",2020,January
Vicara,Tech Startup,Bangalore,,,,2020,January
Eloelo,Social commerce,Bangalore,"$450,000",Seed,,2020,January
Aibono,AgriTech,Bangalore,"$2,000,000",Pre-Series A,"Menterra Venture Advisors, Rianta Capital",2020,January
BuildPan,SaaS Startup,Indore,"$500,000",Seed,"Sunil Kumar Singhvi, Yusho Kawata",2020,January
Gaana,Entertainment,Gurugram,"$51,000,000",,"Tencent Holdings, Times Internet",2020,January
Homelane,Home interior services,Bangalore,"$8,000,000",Bridge,"Accel Partners, Sequoia Capital, Evolvence India, JSW Ventures",2020,January
EM3 Agri,AgriTech,Noida,"$1,000,000",,"Global Innovation Fund, Soros Economic Development Fund",2020,January
MyGlamm,Fashion,Mumbai,"$1,000,000",Series B,Bessemer Venture Partners,2020,January
Aviom,Finance,New Delhi,"$682,000",Debt,"Insitor Partners, C4D Partners",2020,January
Plum,Cosmetics,Thane,"$115,000",,"Ronald Conway, Bay Partners",2020,January
Odwen,Warehouse,Noida,"$54,000",,Prospect Partners.,2020,January
Fasal,AgriTech,Bangalore,"$20,000",,"Omnivore, Zeroth.AI",2020,January
Trukky,Logistics,Ahmedabad,,,Mumbai Angels.,2020,January
BankBazaar,Online financial service,Chennai,"$9,000,000",,"Ramesh Srinivasan, Amazon",2020,January
Flinto,Edtech startup,Chennai,"$7,000,000",Pre-Series B,"Sinai Ventures, Y Combinator",2020,January
WayCool,Agritech startup,Chennai,"$5,060,000",Series C,"FMO, IndusInd Bank",2020,January
YAP,API platform,Chennai,"$4,050,000",Series A,"Jitendra Gupta, Better Capital",2020,January
Specsmakers,Eyeglasses,Chennai,"$3,000,000",,Eight Roads Ventures,2020,January
Grinntech,Battery design,Dehradun,"$2,000,000",,"Ashok Leyland, V Lakshmi Narayanan",2020,January
Big Bang Boom Solutions,Deep Tech,Chennai,"$1,050,000",Series A,"Mumbai Angels, Defence Innovation Organisation",2020,January
CreditMantri,Online credit management startup,Chennai,"$803,146",,"Ranjit Punja, R Sudarshan, Gowri Mukherjee",2020,January
GUVI,EdTech startup,Chennai,"$800,000",Series A,"CBA Capital, Gray Matters Capital",2020,January
Chai Waale,Beverage,Chennai,"$238,000",,"Gunavanth Vaid, Bharat Kumar Sohanraj",2020,January
BluSmart,Electricity,Gurugram,"$7,000,000",Pre-Series A,"Kalpavriksh, JITO Angel Network",2020,January
Cell Propulsion,Automotive company,Bangalore,,Pre-Series A,"growX ventures, Sangam Ventures",2020,January
Deepsync,Tech startup,Bangalore,"$300,000",,Venkat Raju,2020,January
BYJU’S,EdTech,Bangalore,"$500,000,000",,"Owl Ventures, Tiger Global Management",2020,January
ConnectedH,HealthCare,Gurgaon,,,,2020,January
MPL,Entertainment,Bangalore,"$50,000,000",Series B,"Sequoia Capital India, Times Internet",2020,January
Spoonshot,FMCG,Bangalore,"$1,000,000",Seed A,"SRI Capital, Techstars Farm to Fork Accelerator",2020,January
Reliance Retail,E-commerce,Mumbai,"$10,220,000",,Silver Lake Partners,2020,January
Pulse,FinTech,Mumbai,"$750,000",Pre-Series A,,2020,January
Groww,FinTech,Bangalore,"$30,000,000",Series C,"Y Combinator, Ribbit Capital",2020,January
QShala,EdTech,Bangalore,"$300,000",,,2020,January
Pitstop,Car Service,Bangalore,"$1,020,000",,"Clairvest Group, Ontario Centres of Excellence",2020,January
Zomato,Food devlivery,Haryana,"$100,000,000",,"MacRitchie Investments, Baillie Gifford",2020,January
i3 Systems,Insurance Tech,Mumbai,"$1,050,000",Pre-Series A,"Hatanaka Yosuke, Minomiya Takeo",2020,January
SOAL,EdTech,Mumbai,"$1,000,000",Series A-1,"Krishnan Menon, Srinivas Kollipara",2020,January
OckyPocky,EdTech,Gurugram,"$400,000",Seed,"SucSEED Venture Partners, ah! Ventures",2020,January
Customfit ai,SaaS startup,Bangalore,,,,2020,January
Hippo Video,Video personalization,New York,"$4,000,000",Series A,"Surge, Kae Capital",2020,January
Hasura,Software Company,San Francisco,"$25,000,000",Series B,"Nexus Venture Partners, Sam Lambert",2020,January
Nirmata,Tech,San Franciscao,,,"Damien Toledo, Jim Bugwadia, Ritesh Patel",2020,January
Qapita,FinTech,Singapore,"$1,080,000",Seed,"Alto Partners, Mission Holdings",2020,January
Sunday,FinTech,Bangkok,"$9,000,000",Pre-Series B,"SCB 10X, LINE Ventures",2020,January
Phool.co,Biomaterial startup,Kanpur,"$1,400,000",Pre-series A,Kaplan Foundation,2020,August
Chiratae Ventures,Venture capital,Bangalore,,Seed Funding,,2020,August
MedLife,Health,Bangalore,"$6,800,000",,Ivy Icon,2020,August
IDfy,IT,Mumbai,"$2,110,000",Series A,"Millenna FVCI III, NB Ventures, Dream Incubator",2020,August
True Balance,Finance,Gurugram,"$887,000, $23,000,000",Series C,Balancehero,2020,August
Bira91,Craft Beer,New Delhi,"$764,000",,Anicut Capital,2020,August
Max wholesale,E-commerce,New Delhi,"$603,000",,"Al Falaj Commercial Investment Co, Vistra ITCL India",2020,August
Craftsvilla,E-commerce,Mumbai,"$409,000",,Supera Investments,2020,August
MechMocha,Entertainment,Bangalore,"$292,000",Series A,"Accel India, Blume Ventures, 3F Ventures, Akatsuki Inc",2020,August
Mindhouse,Healthtech,Gurugram,"$286,000",,"GGV Capital, Sahi Barual",2020,August
DeepSync,AI startup,Chandigarh,"$136,000",,"Grand Anicut Angel Fund (GAAF), AL Trust, Beeline Impex Private Limited, 9Unicorns, Accelerator Fund",2020,August
Eruditus,Education,Mumbai,"$800,000,000 to $850,000,000",,"Bertelsmann India Investments, Sequoia Capital India",2020,August
Gradeup,Education,Noida,"$546,000",,"Times Internet, TLabs",2020,August
Tracxn,Investment,Bangalore,"$887,000",Series B,"Saif partners, Accel partners, Sequoia capital",2020,August
Purple Style Labs,Fashion,Mumbai,"$43,000",,"Jitendra Gupta, Astarc Ventures.",2020,August
ProPhysio,Health,Bangalore,"$40,900",,Nestavera Ventures.,2020,August
Flickstree,Tech,Mumbai,"$40,900",,"MOX, Venture Catalysts",2020,August
Settl,TravelTech,Gurugram,,,"Sojitz, SIG Global India Fund",2020,August
Fanspole,Entertainment,Thane,,Pre-Seed,"Mohan Verma, Better Capital",2020,August
Sarva,Healthcare,Mumbai,,,"Shikhar Dhawan, Mantra Capital",2020,August
Univ.ai,EdTech,Bangalore,,,Kiran Mazumdar Shaw.,2020,August
PurohitJi,Linguistic Spiritual,Bangalore,,,Bhadresh,2020,August
CredoLab,Tech,Singapore,"$7,000,000",Series A,"GB Group, Walden International",2020,August
Brick&Bolt,Construction,Bangalore,"$2,200,000",Series A,"Meghna Agarwal, Navin Dhanuka",2020,August
Grinntech,Battery manufacturer,Chennai,"$2,000,000",,"V Sumantran, V Lakshmi Narayanan",2020,August
6Degree,Fashion,Mumbai,"$340,000",,"Keiretsu Forum, SucSEED Venture Partners",2020,August
Exprs,Nano Distribution Network,,"$5,660,000",,"Sweta Rau, Sandeep Kapoor",2020,August
Bikayi,E-commerce,Hyderabad,"$2,000,000",Seed round,Mantis ventures,2020,August
Virtual Forest,Tech,Bangalore,,,Napino Auto and Electronics Ltd,2020,August
The Health company,AI health,Gurugram,"$350,000",,"VCATS, First Cheque, 9Unicorns, Marquee investors",2020,August
TrulyMadly Matchmakers,Dating app,Gurugram,"$110,000",Pre-series A,"AngelList, Inflection Point Ventures, The Chennai Angels",2020,August
TrueFan,Media,Mumbai,"$4,300,000",Seed Round,"Mayfield India, Saama Capital, Ronnie Screwvala",2020,August
Fanspole,Gaming,Mumbai,,Pre-seed Round,Better Capital,2020,August
Byju's,Edtech,Bangalore,"$122,000,000",,DST Global,2020,August
Avail Finance,Fintech,Bangalore,"$11,635,000",Series B,"Alphawave, Matrix Partners",2020,August
The Money Club,AI,Delhi,,,Venture Catalysts,2020,August
Virohan,Healthcare/Edtech,Gurgaon,"$2,800,000",Seed Round & Series A,"Keiretsu Forum, Elea Foundation",2020,August
OneCode,Social Commerce,Gurugram,,Seed Round,WaterBridge Ventures,2020,August
Verloop.io,AI,,"$5,000,000",,Alpha Wave incubation,2020,August
Otipy,Agritech/Commerce,,"$1,000,000",Pre Series A,Inflection Point Ventures,2020,August
Evage,Mobility tech,Chandigarh,,,Anand Shah,2020,August
LEAD School,Edtech,Mumbai,"$28,000,000",Series C,"WestBridge Capital, Elevar Equity",2020,August
Trell,Social e-commerce,Bangalore,"$11,000,000",Series A,"KTB Network, Samsung Ventures, Ankur Nagpal, Gokul Rajaram, Vineet Buch",2020,August
